Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,32.3182,-86.9023,845284,16116,NA,NA,1,17239.488210214382,NA,NA,1.9065781441503684,84000001,USA,NA,NA,NA,NA
Alaska,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,61.3707,-152.4044,150809,878,NA,NA,2,20615.13645777088,3516330,NA,0.5821933704221897,84000002,USA,480671.72901188576,NA,NA,NA
American Samoa,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,-14.271,-170.132,4,0,NA,NA,60,7.188943405043044,2140,NA,0,16,ASM,3846.084721698028,NA,NA,NA
Arizona,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,33.7298,-111.4312,1266809,22230,NA,NA,4,17404.28979447889,14561451,NA,1.7548028155783548,84000004,USA,200055.188297608,NA,NA,NA
Arkansas,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,34.9697,-92.3731,527794,8655,NA,NA,5,17489.33993062505,4224562,NA,1.6398443332057584,84000005,USA,139987.95150380873,NA,NA,NA
California,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,36.1162,-119.6816,5075406,74332,NA,NA,6,12849.656674594087,109974133,NA,1.4647289787549598,84000006,USA,278329.39948734344,NA,NA,NA
Colorado,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,39.0598,-105.3111,849008,9956,NA,NA,8,14357.57777401152,13021596,NA,1.1067772113471577,84000008,USA,226118.99555735843,NA,NA,NA
Connecticut,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,41.5978,-72.7554,420785,8864,NA,NA,9,11802.27566532512,11103055,NA,2.106538968832064,84000009,USA,311421.0721324819,NA,NA,NA
Delaware,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,39.3185,-75.5071,152904,2173,NA,NA,10,15702.367308711351,2551214,NA,1.421153141840632,84000010,USA,2.6199510353638047e-5,NA,NA,NA
Diamond Princess,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
District of Columbia,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,38.8974,-77.0268,66857,1196,NA,NA,11,9473.19797831807,2378887,NA,1.788892711309212,84000011,USA,337072.67031196645,NA,NA,NA
Florida,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,27.7663,-81.6868,3721503,61538,NA,NA,12,17327.258453718845,43766201,NA,1.6535792124848483,84000012,USA,203774.7319468527,NA,NA,NA
Georgia,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,33.0406,-83.6431,1662995,30471,NA,NA,13,15662.887312674648,12967931,NA,1.832296549298104,84000013,USA,122138.2156479967,NA,NA,NA
Grand Princess,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,NA,NA
Guam,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,13.4443,144.7937,19179,263,NA,NA,66,11678.205432658056,262513,NA,1.3712915167631263,316,GUM,159845.70325581962,NA,NA,NA
Hawaii,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,21.0943,-157.4983,87585,1018,NA,NA,15,6185.940536997695,2715043,NA,1.1622994805046527,84000015,USA,191757.65888441887,NA,NA,NA
Idaho,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,44.2405,-114.4788,306209,3921,NA,NA,16,17134.74328018287,1050023,NA,1.2804979605432891,84000016,USA,58756.84432295412,NA,NA,NA
Illinois,US,2021-11-29,2021,11,29,2021-11-30T04:33:39Z,40.3495,-88.9861,1804163,29336,NA,NA,17,14237.582743632503,38528321,NA,1.5976401219181655,84000017,USA,304047.23204344505,NA,NA,NA
