Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,32.3182,-86.9023,812694,15142,NA,NA,1,16574.81820490151,NA,NA,1.86318589776718,84000001,USA,NA,NA,NA,NA
Alaska,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,61.3707,-152.4044,127767,617,NA,NA,2,17465.364400002734,3183497,NA,0.4829102976511932,84000002,USA,435174.45953427337,NA,NA,NA
American Samoa,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,-14.271,-170.132,3,0,NA,NA,60,5.3917075537822825,2140,NA,0,16,ASM,3846.084721698028,NA,NA,NA
Arizona,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,33.7298,-111.4312,1129494,20491,NA,NA,4,15517.7622649706,13160073,NA,1.8141751970351323,84000004,USA,180802.09740260543,NA,NA,NA
Arkansas,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,34.9697,-92.3731,506011,8192,NA,NA,5,16767.523669529233,4003471,NA,1.6189371377302075,84000005,USA,132661.73018526053,NA,NA,NA
California,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,36.1162,-119.6816,4825627,70323,NA,NA,6,12217.859774682887,96955035,NA,1.4544029391318325,84000006,USA,245379.8537227329,NA,NA,NA
Colorado,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,39.0598,-105.3111,717080,8347,NA,NA,8,12239.039955990342,11566071,NA,1.1157553624076706,84000008,USA,200843.91783196872,NA,NA,NA
Connecticut,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,41.5978,-72.7554,397123,8718,NA,NA,9,11138.598379317007,10319397,NA,2.195289620596138,84000009,USA,289440.850063403,NA,NA,NA
Delaware,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,39.3185,-75.5071,139380,2021,NA,NA,10,14313.529766966123,2325843,NA,1.4499928253694934,84000010,USA,2.3885078930829235e-5,NA,NA,NA
Diamond Princess,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
District of Columbia,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,38.8974,-77.0268,62976,1183,NA,NA,11,8923.285757401003,2125519,NA,1.878493394308943,84000011,USA,301172.0880936424,NA,NA,NA
Florida,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,27.7663,-81.6868,3664097,57859,NA,NA,12,17059.977035755677,40847184,NA,1.5790793748091276,84000012,USA,190183.8354757766,NA,NA,NA
Georgia,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,33.0406,-83.6431,1615699,27774,NA,NA,13,15217.430821019376,12014245,NA,1.719008305383614,84000013,USA,113155.9418891006,NA,NA,NA
Grand Princess,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,NA,NA
Guam,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,13.4443,144.7937,16795,222,NA,NA,66,10226.57386941405,238366,NA,1.32182197082465,316,GUM,145142.45352526047,NA,NA,NA
Hawaii,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,21.0943,-157.4983,82110,862,NA,NA,15,5799.253039822809,2444380,NA,1.0498112288393615,84000015,USA,172641.31220901324,NA,NA,NA
Idaho,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,44.2405,-114.4788,276080,3251,NA,NA,16,15448.794531816136,987556,NA,1.177557229788467,84000016,USA,55261.336325203614,NA,NA,NA
Illinois,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,40.3495,-88.9861,1665786,28182,NA,NA,17,13145.52186303768,33570829,NA,1.6712921357420591,84000017,USA,264925.056943276,NA,NA,NA
Indiana,US,2021-10-15,2021,10,15,2021-10-16T04:32:21Z,39.8494,-86.2583,999007,16245,NA,NA,18,14839.193436814816,14053792,NA,1.6261147319288054,84000018,USA,2.0875423096010395e-5,NA,NA,NA
