Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,32.3182,-86.9023,543405,11146,NA,NA,1,11082.694207948509,NA,NA,2.051140493738556,84000001,USA,NA,NA,NA,NA
Alaska,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,61.3707,-152.4044,70208,369,NA,NA,2,9597.222317150688,2262583,NA,0.525581130355515,84000002,USA,309288.28711835906,NA,NA,NA
American Samoa,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,-14.271,-170.132,0,0,NA,NA,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,NA,NA
Arizona,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,33.7298,-111.4312,880466,17628,NA,NA,4,12096.445019087842,9685549,NA,2.002121603787085,84000004,USA,133066.70667371733,NA,NA,NA
Arkansas,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,34.9697,-92.3731,341290,5830,NA,NA,5,11309.216900766252,3050504,NA,1.7082246769609424,84000005,USA,101083.56937693768,NA,NA,NA
California,US,2021-05-29,2021,5,29,2021-05-30T07:30:32Z,36.1162,-119.6816,3852271,62118,NA,NA,6,9754.434722642662,65152136,NA,1.6114393826569189,84000006,USA,164891.09205523567,NA,NA,NA
Colorado,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,39.0598,-105.3111,552383,6716,NA,NA,8,9418.82038002784,8519730,NA,1.2123782044782037,84000008,USA,147944.44475315415,NA,NA,NA
Connecticut,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,41.5978,-72.7554,347341,8238,NA,NA,9,9742.301250923138,8476087,NA,2.371732677685617,84000009,USA,237739.26194441013,NA,NA,NA
Delaware,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,39.3185,-75.5071,108770,1661,NA,NA,10,11170.057632034046,1852587,NA,1.527075480371426,84000010,USA,1.9025010166734447e-5,NA,NA,NA
Diamond Princess,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
District of Columbia,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,38.8974,-77.0268,48898,1132,NA,NA,11,6928.525580624273,1619223,NA,2.315023109329625,84000011,USA,229433.26876835816,NA,NA,NA
Florida,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,27.7663,-81.6868,2320818,36774,NA,NA,12,10805.691493475311,29782487,NA,1.584527524347019,84000012,USA,138666.78319042645,NA,NA,NA
Georgia,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,33.0406,-83.6431,1123343,20837,NA,NA,13,10580.185041134746,8738547,NA,1.854909853891465,84000013,USA,82303.84152538709,NA,NA,NA
Grand Princess,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,NA,NA
Guam,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,13.4443,144.7937,8156,139,NA,NA,66,4966.236170225721,153157,NA,1.7042667974497303,316,GUM,93258.19435057146,NA,NA,NA
Hawaii,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,21.0943,-157.4983,36124,499,NA,NA,15,2551.360574967229,1590846,NA,1.3813531170413025,84000015,USA,112358.0380147358,NA,NA,NA
Idaho,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,44.2405,-114.4788,192012,2090,NA,NA,16,10744.544826293391,773783,NA,1.0884736370643502,84000016,USA,43299.09656335948,NA,NA,NA
Illinois,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,40.3495,-88.9861,1381063,25166,NA,NA,17,10898.694039317632,24490663,NA,1.8222195511718149,84000017,USA,193268.69437312923,NA,NA,NA
Indiana,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,39.8494,-86.2583,743338,13615,NA,NA,18,11041.500581011996,10425364,NA,1.8316028509238056,84000018,USA,1.5485776680764545e-5,NA,NA,NA
Iowa,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,42.0115,-93.2105,371331,6055,NA,NA,19,11769.3426770246,1465599,NA,1.6306206591962429,84000019,USA,46452.18648080708,NA,NA,NA
Kansas,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,38.5266,-96.7265,315331,5077,NA,NA,20,10823.790363826212,1414194,NA,1.6100541970183713,84000020,USA,48542.45028170668,NA,NA,NA
Kentucky,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,37.6681,-84.6701,458275,6782,NA,NA,21,10257.577042903542,5326202,NA,1.4798974414925536,84000021,USA,119216.46906566348,NA,NA,NA
Louisiana,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,31.1695,-91.8678,470685,10576,NA,NA,22,10124.884002173469,6825939,NA,2.246937973379224,84000022,USA,146832.46880803927,NA,NA,NA
Maine,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,44.6939,-69.3819,67658,825,NA,NA,23,5033.2834404096975,2255073,NA,1.2193679978716483,84000023,USA,167761.70723070472,NA,NA,NA
Maryland,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,39.0639,-76.8021,459528,9599,NA,NA,24,7600.93157428114,10376483,NA,2.088882505527411,84000024,USA,1.716346713686467e-5,NA,NA,NA
Massachusetts,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,42.2302,-71.5301,706783,14393,NA,NA,25,10254.373483769248,22908581,NA,2.528074387754091,84000025,USA,3.3236954702812606e-5,NA,NA,NA
Michigan,US,2021-05-29,2021,5,29,2021-05-30T04:31:16Z,43.3266,-84.5361,991941,20376,NA,NA,26,9932.464237747672,13726289,NA,2.0541544305558497,84000026,USA,1.3744353203415248e-5,NA,NA,NA
