Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,32.3182,-86.9023,1517904,20395,NA,NA,1,30957.510271384825,NA,NA,1.3436291096143105,84000001,USA,NA,NA
Alaska,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,61.3707,-152.4044,297562,1364,NA,NA,2,40675.82992160427,NA,NA,0.4583918645525974,84000002,USA,NA,NA
American Samoa,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,-14.271,-170.132,8244,34,NA,NA,60,14816.412357793712,NA,NA,0.4124211547792333,16,ASM,NA,NA
Arizona,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,33.7298,-111.4312,2268158,31326,NA,NA,4,31161.508271306604,NA,NA,1.3811207155762515,84000004,USA,NA,NA
Arkansas,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,34.9697,-92.3731,948742,12046,NA,NA,5,31438.15834295401,NA,NA,1.2696813253761297,84000005,USA,NA,NA
California,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,36.1162,-119.6816,11234882,95783,NA,NA,6,28418.132788934705,NA,NA,0.8530243566538269,84000006,USA,NA,NA
Colorado,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,39.0598,-105.3111,1649100,13263,NA,NA,8,28636.49245251041,NA,NA,0.8042568673822085,84000008,USA,NA,NA
Connecticut,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,41.5978,-72.7554,891232,11343,NA,NA,9,24997.48267110053,NA,NA,1.2727325769272195,84000009,USA,NA,NA
Delaware,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,39.3185,-75.5071,306990,3088,NA,NA,10,31526.119265037523,NA,NA,1.0058959575230464,84000010,USA,NA,NA
Diamond Princess,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,38.8974,-77.0268,167857,1383,NA,NA,11,23784.234905044144,NA,NA,0.8239155948217828,84000011,USA,NA,NA
Florida,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,27.7663,-81.6868,7109769,81077,NA,NA,12,33102.970764564256,NA,NA,1.140360537733364,84000012,USA,NA,NA
Georgia,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,33.0406,-83.6431,2900354,40171,NA,NA,13,27316.929917928297,NA,NA,1.385037826417051,84000013,USA,NA,NA
Grand Princess,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,13.4443,144.7937,58466,401,NA,NA,66,35600.289839187964,NA,NA,0.6858687100194986,316,GUM,NA,NA
Hawaii,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,21.0943,-157.4983,343204,1679,NA,NA,15,24239.76178637617,NA,NA,0.4892134124310905,84000015,USA,NA,NA
Idaho,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,44.2405,-114.4788,494087,5164,NA,NA,16,27647.95908374905,NA,NA,1.0451600629039015,84000016,USA,NA,NA
Illinois,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,40.3495,-88.9861,3749065,39610,NA,NA,17,29585.842476783724,NA,NA,1.0565300948369791,84000017,USA,NA,NA
Indiana,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,39.8494,-86.2583,1917862,24641,NA,NA,18,28487.813602023343,NA,NA,1.2848161129424327,84000018,USA,NA,NA
Iowa,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,42.0115,-93.2105,854054,10051,NA,NA,19,27069.2567835262,NA,NA,1.1768576694213717,84000019,USA,NA,NA
Kansas,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,38.5266,-96.7265,876221,9079,NA,NA,20,30076.435289845173,NA,NA,1.0361541209352436,84000020,USA,NA,NA
Kentucky,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,37.6681,-84.6701,1572041,16945,NA,NA,21,35187.02017806585,NA,NA,1.077898095533132,84000021,USA,NA,NA
Louisiana,US,2022-09-22,2022,9,22,2022-09-23T04:32:38Z,31.1695,-91.8678,1451927,17996,NA,NA,22,31232.33681681744,NA,NA,1.239456253654626,84000022,USA,NA,NA
