Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,32.3182,-86.9023,1522135,20422,NA,NA,1,31043.801121108016,NA,NA,1.3416681174797245,84000001,USA,NA,NA
Alaska,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,61.3707,-152.4044,298178,1364,NA,NA,2,40760.03526782358,NA,NA,0.4574448819161709,84000002,USA,NA,NA
American Samoa,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,-14.271,-170.132,8247,34,NA,NA,60,14821.804065347496,NA,NA,0.4122711288953559,16,ASM,NA,NA
Arizona,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,33.7298,-111.4312,2271560,31370,NA,NA,4,31208.247277645223,NA,NA,1.380989276092201,84000004,USA,NA,NA
Arkansas,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,34.9697,-92.3731,951283,12148,NA,NA,5,31522.358642244493,NA,NA,1.2770122035188267,84000005,USA,NA,NA
California,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,36.1162,-119.6816,11267281,96023,NA,NA,6,28498.161189260347,NA,NA,0.8527602877980494,84000006,USA,NA,NA
Colorado,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,39.0598,-105.3111,1654124,13307,NA,NA,8,28723.73381936592,NA,NA,0.8044741506682691,84000008,USA,NA,NA
Connecticut,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,41.5978,-72.7554,896144,11365,NA,NA,9,25135.25559092438,NA,NA,1.26821135888875,84000009,USA,NA,NA
Delaware,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,39.3185,-75.5071,308452,3104,NA,NA,10,31676.25831310256,NA,NA,1.0063154072594764,84000010,USA,NA,NA
Diamond Princess,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,38.8974,-77.0268,168439,1392,NA,NA,11,23866.700484166468,NA,NA,0.8264119354781256,84000011,USA,NA,NA
Florida,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,27.7663,-81.6868,7150188,81369,NA,NA,12,33291.16098218355,NA,NA,1.1379980498414868,84000012,USA,NA,NA
Georgia,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,33.0406,-83.6431,2905400,40281,NA,NA,13,27364.455574577747,NA,NA,1.3864183933365457,84000013,USA,NA,NA
Grand Princess,US,2022-09-29,2022,9,29,2022-09-30T04:32:37Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
