Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,32.3182,-86.9023,1517904,20395,NA,NA,1,30957.510271384825,NA,NA,1.3436291096143105,84000001,USA,NA,NA
Alaska,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,61.3707,-152.4044,298178,1364,NA,NA,2,40760.03526782358,NA,NA,0.4574448819161709,84000002,USA,NA,NA
American Samoa,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,-14.271,-170.132,8244,34,NA,NA,60,14816.412357793712,NA,NA,0.4124211547792333,16,ASM,NA,NA
Arizona,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,33.7298,-111.4312,2271560,31370,NA,NA,4,31208.247277645223,NA,NA,1.380989276092201,84000004,USA,NA,NA
Arkansas,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,34.9697,-92.3731,950940,12131,NA,NA,5,31510.992761624017,NA,NA,1.2756851115738113,84000005,USA,NA,NA
California,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,36.1162,-119.6816,11259677,95869,NA,NA,6,28444.59295545077,NA,NA,0.8529960296611176,84000006,USA,NA,NA
Colorado,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,39.0598,-105.3111,1652689,13300,NA,NA,8,28698.815156659377,NA,NA,0.8047491088765036,84000008,USA,NA,NA
Connecticut,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,41.5978,-72.7554,895390,11365,NA,NA,9,25114.107223345552,NA,NA,1.269279308457767,84000009,USA,NA,NA
Delaware,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,39.3185,-75.5071,308252,3104,NA,NA,10,31655.71945563812,NA,NA,1.0069683246175207,84000010,USA,NA,NA
Diamond Princess,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,38.8974,-77.0268,168359,1382,NA,NA,11,23855.36500937302,NA,NA,0.8208649374253827,84000011,USA,NA,NA
Florida,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,27.7663,-81.6868,7150188,81308,NA,NA,12,33291.16098218355,NA,NA,1.137144925420143,84000012,USA,NA,NA
Georgia,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,33.0406,-83.6431,2905400,40281,NA,NA,13,27364.455574577747,NA,NA,1.3864183933365457,84000013,USA,NA,NA
Grand Princess,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,13.4443,144.7937,58548,401,NA,NA,66,35650.22011946733,NA,NA,0.6849081095852976,316,GUM,NA,NA
Hawaii,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,21.0943,-157.4983,355959,1686,NA,NA,15,25140.620056050266,NA,NA,0.4736500552029868,84000015,USA,NA,NA
Idaho,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,44.2405,-114.4788,495500,5171,NA,NA,16,27727.02727656801,NA,NA,1.043592330978809,84000016,USA,NA,NA
Illinois,US,2022-09-28,2022,9,28,2022-09-29T04:31:43Z,40.3495,-88.9861,3758292,39666,NA,NA,17,29658.657583625903,NA,NA,1.0554262414948068,84000017,USA,NA,NA
