Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,32.3182,-86.9023,1517904,20395,NA,NA,1,30957.510271384825,NA,NA,1.3436291096143105,84000001,USA,NA,NA
Alaska,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,61.3707,-152.4044,297562,1364,NA,NA,2,40675.82992160427,NA,NA,0.4583918645525974,84000002,USA,NA,NA
American Samoa,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,-14.271,-170.132,8244,34,NA,NA,60,14816.412357793712,NA,NA,0.4124211547792333,16,ASM,NA,NA
Arizona,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,33.7298,-111.4312,2268158,31326,NA,NA,4,31161.508271306604,NA,NA,1.3811207155762515,84000004,USA,NA,NA
Arkansas,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,34.9697,-92.3731,950441,12106,NA,NA,5,31494.457559205304,NA,NA,1.273724513147055,84000005,USA,NA,NA
California,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,36.1162,-119.6816,11258127,95840,NA,NA,6,28441.221846718166,NA,NA,0.8528390758335358,84000006,USA,NA,NA
Colorado,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,39.0598,-105.3111,1651763,13288,NA,NA,8,28682.73523912192,NA,NA,0.8044737653041023,84000008,USA,NA,NA
Connecticut,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,41.5978,-72.7554,894428,11361,NA,NA,9,25087.1248233312,NA,NA,1.2701972657385503,84000009,USA,NA,NA
Delaware,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,39.3185,-75.5071,308037,3104,NA,NA,10,31633.64018386385,NA,NA,1.0076711563870575,84000010,USA,NA,NA
Diamond Princess,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,38.8974,-77.0268,168301,1382,NA,NA,11,23847.146790147777,NA,NA,0.8211478244336041,84000011,USA,NA,NA
Florida,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,27.7663,-81.6868,7150188,81261,NA,NA,12,33291.16098218355,NA,NA,1.1364876000463204,84000012,USA,NA,NA
Georgia,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,33.0406,-83.6431,2900354,40171,NA,NA,13,27316.929917928297,NA,NA,1.385037826417051,84000013,USA,NA,NA
Grand Princess,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,13.4443,144.7937,58510,401,NA,NA,66,35627.081696898844,NA,NA,0.685352931122885,316,GUM,NA,NA
Hawaii,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,21.0943,-157.4983,343204,1679,NA,NA,15,24239.76178637617,NA,NA,0.4892134124310905,84000015,USA,NA,NA
Idaho,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,44.2405,-114.4788,494907,5166,NA,NA,16,27693.844376113902,NA,NA,1.043832477617007,84000016,USA,NA,NA
Illinois,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,40.3495,-88.9861,3756708,39637,NA,NA,17,29646.15740705302,NA,NA,1.0550993050298294,84000017,USA,NA,NA
Indiana,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,39.8494,-86.2583,1920530,24674,NA,NA,18,28527.44392302152,NA,NA,1.2847495222672909,84000018,USA,NA,NA
Iowa,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,42.0115,-93.2105,855407,10051,NA,NA,19,27112.14014269097,NA,NA,1.174996229864848,84000019,USA,NA,NA
Kansas,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,38.5266,-96.7265,876239,9079,NA,NA,20,30077.0531429156,NA,NA,1.0361328359043591,84000020,USA,NA,NA
Kentucky,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,37.6681,-84.6701,1576835,16969,NA,NA,21,35294.324360802595,NA,NA,1.07614303335479,84000021,USA,NA,NA
Louisiana,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,31.1695,-91.8678,1453999,18031,NA,NA,22,31276.90751622894,NA,NA,1.2400971389939055,84000022,USA,NA,NA
Maine,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,44.6939,-69.3819,288708,2575,NA,NA,23,21477.862122938943,NA,NA,0.8919046233564709,84000023,USA,NA,NA
Maryland,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,39.0639,-76.8021,1247432,15376,NA,NA,24,20633.44404599648,NA,NA,1.23261227866529,84000024,USA,NA,NA
Massachusetts,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,42.2302,-71.5301,2040602,21646,NA,NA,25,29606.10971079737,NA,NA,1.060765401582474,84000025,USA,NA,NA
Michigan,US,2022-09-27,2022,9,27,2022-09-28T04:32:07Z,43.3266,-84.5361,2836167,38624,NA,NA,26,28398.994798864147,NA,NA,1.3618380017819824,84000026,USA,NA,NA
