Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,32.3182,-86.9023,1512134,20322,NA,NA,1,30839.831660441123,NA,NA,1.343928514271883,84000001,USA,NA,NA
Alaska,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,61.3707,-152.4044,297562,1364,NA,NA,2,40675.82992160427,NA,NA,0.4583918645525974,84000002,USA,NA,NA
American Samoa,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,-14.271,-170.132,8217,34,NA,NA,60,14767.886989809673,NA,NA,0.4137763173907752,16,ASM,NA,NA
Arizona,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,33.7298,-111.4312,2268158,31326,NA,NA,4,31161.508271306604,NA,NA,1.3811207155762515,84000004,USA,NA,NA
Arkansas,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,34.9697,-92.3731,947967,12028,NA,NA,5,31412.47741735381,NA,NA,1.2688205391115936,84000005,USA,NA,NA
California,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,36.1162,-119.6816,11226483,95632,NA,NA,6,28360.375977833493,NA,NA,0.853414053328562,84000006,USA,NA,NA
Colorado,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,39.0598,-105.3111,1648405,13260,NA,NA,8,28624.423831896445,NA,NA,0.8044139638013716,84000008,USA,NA,NA
Connecticut,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,41.5978,-72.7554,890231,11343,NA,NA,9,24969.406390004508,NA,NA,1.2741636721255494,84000009,USA,NA,NA
Delaware,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,39.3185,-75.5071,306738,3088,NA,NA,10,31500.24030463233,NA,NA,1.0067223493665605,84000010,USA,NA,NA
Diamond Princess,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,38.8974,-77.0268,167857,1383,NA,NA,11,23784.234905044144,NA,NA,0.8239155948217828,84000011,USA,NA,NA
Florida,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,27.7663,-81.6868,7109769,81007,NA,NA,12,33102.970764564256,NA,NA,1.1393759769128926,84000012,USA,NA,NA
Georgia,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,33.0406,-83.6431,2900354,40171,NA,NA,13,27316.929917928297,NA,NA,1.385037826417051,84000013,USA,NA,NA
Grand Princess,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,13.4443,144.7937,58452,400,NA,NA,66,35591.765157189046,NA,NA,0.6843221788818176,316,GUM,NA,NA
Hawaii,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,21.0943,-157.4983,343204,1679,NA,NA,15,24239.76178637617,NA,NA,0.4892134124310905,84000015,USA,NA,NA
Idaho,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,44.2405,-114.4788,494087,5164,NA,NA,16,27647.95908374905,NA,NA,1.0451600629039015,84000016,USA,NA,NA
Illinois,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,40.3495,-88.9861,3743788,39598,NA,NA,17,29544.19889611761,NA,NA,1.0576987799522837,84000017,USA,NA,NA
Indiana,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,39.8494,-86.2583,1917862,24641,NA,NA,18,28487.813602023343,NA,NA,1.2848161129424327,84000018,USA,NA,NA
Iowa,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,42.0115,-93.2105,853840,10051,NA,NA,19,27062.474049704128,NA,NA,1.1771526281270497,84000019,USA,NA,NA
Kansas,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,38.5266,-96.7265,876221,9079,NA,NA,20,30076.435289845173,NA,NA,1.0361541209352436,84000020,USA,NA,NA
Kentucky,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,37.6681,-84.6701,1568985,16920,NA,NA,21,35118.61767859913,NA,NA,1.0784041912446585,84000021,USA,NA,NA
Louisiana,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,31.1695,-91.8678,1451304,17993,NA,NA,22,31218.935491656543,NA,NA,1.2397816033029607,84000022,USA,NA,NA
Maine,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,44.6939,-69.3819,287283,2569,NA,NA,23,21371.85205905021,NA,NA,0.8942401743228803,84000023,USA,NA,NA
Maryland,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,39.0639,-76.8021,1242666,15340,NA,NA,24,20554.61089571397,NA,NA,1.2344427223405163,84000024,USA,NA,NA
Massachusetts,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,42.2302,-71.5301,2030335,21588,NA,NA,25,29457.15076221222,NA,NA,1.0632728096594897,84000025,USA,NA,NA
Michigan,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,43.3266,-84.5361,2821489,38464,NA,NA,26,28252.021632030977,NA,NA,1.3632518149104955,84000026,USA,NA,NA
Minnesota,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,45.6945,-93.9002,1651999,13558,NA,NA,27,29292.673706369493,NA,NA,0.8207026759701428,84000027,USA,NA,NA
Mississippi,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,32.7416,-89.6787,925596,12879,NA,NA,28,31100.459015996847,NA,NA,1.3914277935513983,84000028,USA,NA,NA
Missouri,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,38.4561,-92.2884,1646373,21604,NA,NA,29,26824.754604045866,NA,NA,1.312236158775473,84000029,USA,NA,NA
Montana,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,46.9219,-110.4544,308023,3512,NA,NA,30,28820.110443890124,NA,NA,1.1401745973514965,84000030,USA,NA,NA
Nebraska,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,41.1254,-98.2681,535877,4490,NA,NA,31,27702.37716138477,NA,NA,0.8378788415998447,84000031,USA,NA,NA
Nevada,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,38.3135,-117.0554,846812,11475,NA,NA,32,27492.5036264397,NA,NA,1.3550823559420508,84000032,USA,NA,NA
New Hampshire,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,43.4525,-71.5639,348367,2688,NA,NA,33,25620.66497954345,NA,NA,0.7716000654482198,84000033,USA,NA,NA
New Jersey,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,40.2989,-74.521,2719358,34694,NA,NA,34,30615.85037023527,NA,NA,1.275815835943631,84000034,USA,NA,NA
New Mexico,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,34.8405,-106.2485,616648,8534,NA,NA,35,29408.59745835259,NA,NA,1.383933783941568,84000035,USA,NA,NA
New York,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,42.1657,-74.9481,6076629,71600,NA,NA,36,31236.589537514497,NA,NA,1.1782848681398848,84000036,USA,NA,NA
North Carolina,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,35.6301,-79.8064,3182775,26458,NA,NA,37,30346.581892364706,NA,NA,0.8312871629317183,84000037,USA,NA,NA
North Dakota,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,47.5289,-99.784,268248,2364,NA,NA,38,35074.18031603728,NA,NA,0.8844425654820474,84000038,USA,NA,NA
Northern Mariana Islands,US,2022-09-21,2022,9,21,2022-09-22T04:33:15Z,15.0979,145.6739,13166,40,NA,NA,69,23875.670970549832,NA,NA,0.3038128512836093,580,MNP,NA,NA
