Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,32.3182,-86.9023,432536,6379,233211,192946,1,8821.531310770448,NA,NA,1.474790537666229,84000001,USA,NA,NA,NA,NA
Alaska,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,61.3707,-152.4044,52627,254,NA,NA,2,7193.952525135159,1430967,NA,0.4826419898531172,84000002,USA,195608.88257045025,NA,NA,NA
American Samoa,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,-14.271,-170.132,0,0,NA,NA,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,NA,NA
Arizona,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,33.7298,-111.4312,699942,11772,95230,592940,4,9616.282649813147,6215572,NA,1.6818536393015422,84000004,USA,45163.17917017519,NA,NA,NA
Arkansas,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,34.9697,-92.3731,279220,4496,254076,20648,5,9252.423285276314,2315535,NA,1.610199842418165,84000005,USA,76729.13814150952,NA,NA,NA
California,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,36.1162,-119.6816,3180732,35149,NA,NA,6,8053.485120287967,39512756,NA,1.099584521093073,84000006,USA,100001.34894966552,NA,NA,NA
Colorado,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,39.0598,-105.3111,401398,5800,20291,355479,8,6619.6818190658505,5140301,NA,1.4270349676031584,84000008,USA,89260.9246195693,NA,NA,NA
Connecticut,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,41.5978,-72.7554,235796,6774,9800,219222,9,6613.661116201865,5412500,NA,2.872822270097881,84000009,USA,151811.06037185786,NA,NA,NA
Delaware,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,39.3185,-75.5071,72523,1241,NA,NA,10,7447.697799466811,1196338,NA,1.7111812804213835,84000010,USA,1.22857078306448e-5,NA,NA,NA
Diamond Princess,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
District of Columbia,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,38.8974,-77.0268,34612,864,24251,9497,11,4904.293169384583,1031692,NA,2.49624407719866,84000011,USA,146183.98325750374,NA,NA,NA
Florida,US,2021-01-21,2021,1,21,2021-01-22T05:30:39Z,27.7663,-81.6868,1613884,24739,NA,NA,12,7514.218094764826,19673837,NA,1.532885882752416,84000012,USA,91601.07044797132,NA,NA,NA
