Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,32.3182,-86.9023,422598,6120,221961,194517,1,8618.846729217845,NA,NA,1.448184799738759,84000001,USA,NA,NA,NA,NA
Alaska,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,61.3707,-152.4044,51959,229,7165,44565,2,7102.638935403837,1404756,NA,0.4407321157066148,84000002,USA,192025.9177494208,NA,NA,NA
American Samoa,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,-14.271,-170.132,0,0,NA,NA,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,NA,NA
Arizona,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,33.7298,-111.4312,673882,11266,91604,571012,4,9258.252518953546,6029520,NA,1.671806043194506,84000004,USA,44112.45828076568,NA,NA,NA
Arkansas,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,34.9697,-92.3731,271154,4311,241926,24917,5,8985.142838965023,2272698,NA,1.589871438370815,84000005,USA,75309.66225772117,NA,NA,NA
California,US,2021-01-17,2021,1,17,2021-01-18T09:30:43Z,36.1162,-119.6816,3085733,33270,NA,NA,6,7812.70140128537,38228615,NA,1.0720537795613307,84000006,USA,96751.36476122844,NA,NA,NA
Colorado,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,39.0598,-105.3111,394755,5744,19858,349744,8,6511.515721505552,5007126,NA,1.4344726799491174,84000008,USA,86948.35116595031,NA,NA,NA
Connecticut,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,41.5978,-72.7554,223422,6594,9800,207028,9,6266.592282753114,4880936,NA,2.951365577248436,84000009,USA,136901.6295181847,NA,NA,NA
Delaware,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,39.3185,-75.5071,70294,1200,18851,50243,10,7218.792233025661,1160979,NA,1.707115827808917,84000010,USA,1.1922591100102285e-5,NA,NA,NA
Diamond Princess,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
District of Columbia,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,38.8974,-77.0268,33851,850,23456,9545,11,4796.464465411924,1009392,NA,2.5110041062302444,84000011,USA,143024.21965883055,NA,NA,NA
Florida,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,27.7663,-81.6868,1571279,24137,NA,NA,12,7315.849896104045,19188326,NA,1.536137121415102,84000012,USA,89340.5389962639,NA,NA,NA
Georgia,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,33.0406,-83.6431,815995,12296,NA,NA,13,7685.43364995442,5925441,NA,1.5068719783822204,84000013,USA,55808.655264088076,NA,NA,NA
Grand Princess,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,NA,NA
Guam,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,13.4443,144.7937,7474,125,7220,129,66,4550.962375707092,100477,NA,1.6724645437516723,316,GUM,61181.03380036412,NA,NA,NA
Hawaii,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,21.0943,-157.4983,25064,322,11958,12784,15,1770.2165167472765,910779,NA,1.2847111394829238,84000015,USA,64326.36566017268,NA,NA,NA
Idaho,US,2021-01-17,2021,1,17,2021-01-18T05:30:33Z,44.2405,-114.4788,155554,1607,70736,83211,16,8704.439961613036,576008,NA,1.0330817593890225,84000016,USA,32232.06766401893,NA,NA,NA
