Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,32.3182,-86.9023,1292344,19173,NA,NA,1,26357.23514409512,NA,NA,1.4835833183734362,84000001,USA,NA,NA,NA,NA
Alaska,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,61.3707,-152.4044,245832,1222,NA,NA,2,33604.494597051445,NA,NA,0.497087441830193,84000002,USA,NA,NA,NA,NA
American Samoa,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,-14.271,-170.132,1993,0,NA,NA,60,3581.891051562697,NA,NA,0,16,ASM,NA,NA,NA,NA
Arizona,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,33.7298,-111.4312,1997037,28883,NA,NA,4,27436.66225792265,18686089,NA,1.4462926826092857,84000004,USA,256722.2904805888,NA,NA,NA
Arkansas,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,34.9697,-92.3731,832205,11165,NA,NA,5,27576.509276281693,5043892,NA,1.3416165488070848,84000005,USA,167137.8260483451,NA,NA,NA
California,US,2022-03-24,2022,3,24,2022-03-25T07:31:07Z,36.1162,-119.6816,9086195,88419,NA,NA,6,22993.55315948688,153346934,NA,0.9738407161310888,84000006,USA,388099.99123562354,NA,NA,NA
Colorado,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,39.0598,-105.3111,1418664,12459,NA,NA,8,23240.01308620503,16955972,NA,0.8926042959477142,84000008,USA,294439.1269195185,NA,NA,NA
Connecticut,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,41.5978,-72.7554,733767,10744,NA,NA,9,20580.86768330292,13558245,NA,1.4642250196588291,84000009,USA,380284.8129757857,NA,NA,NA
Delaware,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,39.3185,-75.5071,259003,2836,NA,NA,10,26598.12849930784,3202171,NA,1.0949680119535294,84000010,USA,3.28844668728768e-5,NA,NA,NA
Diamond Princess,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
District of Columbia,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,38.8974,-77.0268,136213,1331,NA,NA,11,19075.195288976684,NA,NA,0.9797731442621246,84000011,USA,NA,NA,NA,NA
Florida,US,2022-03-24,2022,3,24,2022-03-25T04:31:26Z,27.7663,-81.6868,5868263,72946,NA,NA,12,27322.538682729937,55491296,NA,1.2430594879609178,84000012,USA,258366.5867591172,NA,NA,NA
