Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,32.3182,-86.9023,104219,1882,41523,60814,1,2125.536768447448,NA,12292,NA,84000001,USA,NA,11.730574695092857,1215255,1.805812759669542
Alaska,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,61.3707,-152.4044,3925,27,1359,2539,2,536.535688166825,NA,NA,NA,84000002,USA,39995.07890833783,NA,292582,0.6878980891719745
American Samoa,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,-14.271,-170.132,0,0,NA,NA,60,0,NA,NA,NA,16,ASM,2508.9412483600217,NA,1396,NA
Arizona,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,33.7298,-111.4312,189443,4347,26418,158678,4,2602.697700707419,NA,19821,NA,84000004,USA,14346.319550547165,10.462777722058878,1496412,2.29462160122042
Arkansas,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,34.9697,-92.3731,51096,572,42998,7526,5,1693.1517089910412,NA,3472,NA,84000005,USA,19006.2376483032,6.795052450289651,573571,1.1194614059808987
California,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,36.1162,-119.6816,599313,10672,NA,NA,6,1516.7509051566144,NA,NA,NA,84000006,USA,23545.79493034345,NA,9303467,1.767889978675192
Colorado,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,39.0598,-105.3111,55462,1896,5608,44273,8,898.7388899230665,NA,6679,NA,84000008,USA,10441.527446300715,12.909523165239577,601300,3.622768374681197
Connecticut,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,41.5978,-72.7554,50706,4450,8721,37535,9,1422.213695559432,NA,10920,NA,84000009,USA,25784.26365114505,21.535912909714828,919283,8.776081726028478
Delaware,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,39.3185,-75.5071,15765,608,8519,6638,10,1618.975439634244,296059,NA,NA,84000010,USA,3.040356801031872e-6,NA,202200,3.856644465588329
Diamond Princess,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,NA,84088888,USA,NA,NA,NA,0
District of Columbia,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,38.8974,-77.0268,12959,593,10300,2066,11,1836.2052231033977,NA,NA,NA,84000011,USA,32127.711126760365,NA,226741,4.575970368083957
Florida,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,27.7663,-81.6868,550901,8765,NA,NA,12,2564.986245990441,NA,32349,NA,84000012,USA,32028.69557439874,5.872016932261876,6879039,1.5910299672717965
Georgia,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,33.0406,-83.6431,226153,4456,NA,NA,13,2130.0178018715087,NA,21379,NA,84000013,USA,18052.79868759114,9.453334689347477,1916742,1.9703475081029207
Grand Princess,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,NA,84099999,USA,NA,NA,NA,2.912621359223301
Guam,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,13.4443,144.7937,449,5,341,103,66,273.39872982238217,NA,NA,NA,316,GUM,15975.25406596886,NA,26236,1.11358574610245
Hawaii,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,21.0943,-157.4983,3958,38,1665,2255,15,279.5450436197622,NA,260,NA,84000015,USA,10610.634294625504,6.568974229408793,150233,0.9600808489135928
Idaho,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,44.2405,-114.4788,26134,246,9548,16340,16,1462.3978422721054,NA,1037,NA,84000016,USA,11876.680478885772,3.9680110201270375,212244,0.9413025177929134
Illinois,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,40.3495,-88.9861,199893,7881,NA,NA,17,1577.4607295983742,NA,NA,NA,84000017,USA,25182.655278984766,NA,3191101,3.942609295973346
Indiana,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,39.8494,-86.2583,76522,3025,57209,16288,18,1136.6534570547988,1180636,9678,NA,84000018,USA,1.7537100323088123e-6,12.647343247693474,866994,3.953111523483442
Iowa,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,42.0115,-93.2105,49973,953,38657,10363,19,1583.8951275249044,NA,NA,NA,84000019,USA,16739.660292798573,NA,528148,1.9070297960898883
Kansas,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,38.5266,-96.7265,32086,397,1367,30322,20,1101.3574231957143,NA,1975,NA,84000020,USA,11483.932044400295,6.153223042651963,334563,1.2372997569033224
Kentucky,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,37.6681,-84.6701,36945,790,8893,27262,21,826.9405571983447,NA,4091,NA,84000021,USA,15103.500189024577,11.073216944106104,674775,2.138313709568277
Louisiana,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,31.1695,-91.8678,134304,4356,103512,26436,22,2889.007342549487,NA,NA,NA,84000022,USA,34387.606764248965,NA,1598609,3.2433881343817013
Maine,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,44.6939,-69.3819,4070,126,3579,365,23,302.7796210716762,NA,394,NA,84000023,USA,14812.990807997548,9.68058968058968,199118,3.095823095823096
Maryland,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,39.0639,-76.8021,97384,3612,5956,87816,24,1610.8030858398065,1498088,13348,NA,84000024,USA,2.477947890063649e-6,13.706563706563704,1078838,3.709028177113284
Massachusetts,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,42.2302,-71.5301,122000,8769,99021,14210,25,1770.0391280206916,1844031,12089,NA,84000025,USA,2.67541559285502e-6,9.932871568603288,1346344,7.187704918032787
Michigan,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,43.3266,-84.5361,98689,6539,63636,28514,26,988.1887765089656,2208812,NA,NA,84000026,USA,2.2117188621004585e-6,NA,2181841,6.625865091347567
Minnesota,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,45.6945,-93.9002,62303,1724,55855,4724,27,1104.735202580594,NA,5711,NA,84000027,USA,16894.453396959234,9.166492785259138,952785,2.7671219684445374
Mississippi,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,32.7416,-89.6787,69374,1989,49836,17549,28,2330.9988848004587,NA,4794,NA,84000028,USA,17062.788187016173,6.910369879205465,507814,2.867068354138438
Missouri,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,38.4561,-92.2884,64019,1374,NA,NA,29,1043.0916664114022,NA,NA,NA,84000029,USA,13011.65569681632,NA,798581,2.146237835642544
Montana,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,46.9219,-110.4544,5268,80,3598,1590,30,492.8993673148212,196036,301,NA,84000030,USA,18342.06916684288,5.713743356112378,196036,1.5186028853454825
Nebraska,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,41.1254,-98.2681,29244,356,21312,7576,31,1511.7803483029434,NA,1880,NA,84000031,USA,15946.067220565672,6.428669128710163,308462,1.2173437286280946
Nevada,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,38.3135,-117.0554,58048,996,1385,55667,32,1884.579871928565,NA,NA,NA,84000032,USA,17126.892274287406,NA,527535,1.7158213891951488
New Hampshire,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,43.4525,-71.5639,6887,420,6162,305,33,506.50469107038185,NA,705,NA,84000033,USA,19691.90511807289,10.23667779875127,267753,6.098446348192247
New Jersey,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,40.2989,-74.521,188703,15885,33223,139595,34,2124.50983372344,NA,22096,NA,84000034,USA,26750.339724775084,11.883531069496286,2376016,8.417990175036962
New Mexico,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,34.8405,-106.2485,22816,695,9612,12509,35,1088.1192505445126,NA,2897,NA,84000035,USA,30538.35100525603,12.697230014025244,640337,3.0461079943899017
New York,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,42.1657,-74.9481,422703,32630,73842,316231,36,2172.882383847358,6728481,89995,NA,84000036,USA,34587.40021942512,21.29036226381171,6728481,7.719367972311528
North Carolina,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,35.6301,-79.8064,139739,2280,116969,20490,37,1332.3596569211306,NA,NA,NA,84000037,USA,NA,NA,1823283,1.6316132217920551
North Dakota,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,47.5289,-99.784,8159,120,6815,1035,38,1045.846663394842,NA,440,NA,84000038,USA,22704.058199988976,5.520702634880803,173019,1.5056461731493098
Northern Mariana Islands,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,15.0979,145.6739,49,2,29,18,69,88.85826200493254,NA,4,NA,580,MNP,22307.050631075,8.16326530612245,12301,4.081632653061225
Ohio,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,40.3888,-82.7649,104248,3465,82310,18473,39,891.8394059422881,1852763,11901,NA,84000039,USA,1.585034775987886e-6,11.416046351009133,1728380,3.32380477323306
Oklahoma,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,35.5653,-96.9289,45398,627,37988,6783,40,1147.2917036794054,NA,3842,NA,84000040,USA,18248.98388186317,8.462927882285562,722107,1.3811181109299968
Oregon,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,44.572,-122.0709,22022,375,4282,17365,41,522.1283356453947,NA,1845,NA,84000041,USA,10966.591800294802,8.377985650712924,462542,1.702842611933521
Pennsylvania,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,40.5908,-77.2098,125342,7384,94481,23477,42,979.082234799608,NA,NA,NA,84000042,USA,10881.949672039244,NA,1834940,5.891081999648961
Puerto Rico,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,18.2208,-66.5901,24074,295,NA,NA,72,753.7979530913105,NA,NA,NA,630,PRI,14817.981935651944,NA,473241,1.225388385810418
Rhode Island,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,41.6809,-71.5118,20129,1042,1929,17158,44,1900.1077064381263,NA,2336,NA,84000044,USA,21346.170002482628,11.605146803119876,226133,5.176610859953302
South Carolina,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,33.8569,-80.945,102974,2144,40837,59993,45,1999.9945617488167,NA,6482,NA,84000045,USA,15539.589109047423,6.2947928603336765,800089,2.0820789713908363
South Dakota,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,44.2998,-99.4388,9815,147,8606,1062,46,1109.4670375817122,155671,892,NA,84000046,USA,1.759672370936146e-6,9.088130412633724,123628,1.4977075904228223
Tennessee,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,35.7478,-86.6923,124717,1289,87290,36166,47,1826.6484350816072,NA,5554,NA,84000047,USA,25767.27434386648,4.394230693155476,1759692,1.0333079482143572
Texas,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,31.0545,-97.5635,539045,9913,367354,161794,48,1859.0399098409875,NA,NA,NA,84000048,USA,14161.87354334914,NA,4106360,1.8360248216753705
Utah,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,40.15,-111.8624,45090,351,35311,9428,49,1406.443877305941,NA,2696,NA,84000049,USA,18129.027267356592,5.979152805500112,581209,0.7784431137724551
Vermont,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,44.0459,-72.7107,1478,58,1302,118,50,236.8631498311669,NA,NA,NA,84000050,USA,16838.918634783626,NA,105073,3.924221921515562
Virgin Islands,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,18.3358,-64.8963,639,9,468,162,78,595.7042174739904,NA,NA,NA,850,VIR,10643.435134429652,NA,11417,1.408450704225352
Virginia,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,37.7693,-78.17,102521,2352,13247,86922,51,1201.110324984339,NA,14528,NA,84000051,USA,15084.683192668192,14.170755259897971,1287556,2.294164122472469
Washington,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,47.4009,-121.4905,65439,1755,NA,NA,53,859.3554761701839,NA,6102,NA,84000053,USA,13319.399235156685,9.430929492133163,1014258,2.681886948150185
West Virginia,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,38.4912,-80.9545,8018,153,5960,1905,54,447.3963352336611,NA,NA,NA,84000054,USA,18705.999005661924,NA,335239,1.908206535295585
Wisconsin,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,44.2685,-89.6165,62263,1011,52350,8902,55,1069.3637746688069,1440290,5125,NA,84000055,USA,2.4736905562175547e-6,8.231212758781298,1090377,1.6237572876347108
Wyoming,US,2020-08-12,2020,8,12,2020-08-13T04:30:24Z,42.756,-107.3025,3086,29,2577,480,56,533.2098507323428,NA,187,NA,84000056,USA,10251.4172565783,6.059624108878808,59331,0.9397278029812054
