Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,32.3182,-86.9023,111696,1944,41523,68229,1,2278.029484916437,NA,13080,NA,84000001,USA,NA,11.733256786092324,1339908,1.7404383326171036
Alaska,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,61.3707,-152.4044,4485,29,1501,2955,2,613.0860029116459,NA,NA,NA,84000002,USA,42492.12283591577,NA,310849,0.6465997770345596
American Samoa,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,-14.271,-170.132,0,0,NA,NA,60,0,NA,NA,NA,16,ASM,2721.015078808792,NA,1514,NA
Arizona,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,33.7298,-111.4312,195557,4634,28233,162690,4,2686.696020741018,NA,21020,NA,84000004,USA,15266.962570463998,10.748784241934576,1596418,2.369641587874635
Arkansas,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,34.9697,-92.3731,54216,631,47666,5919,5,1796.538144955736,NA,3743,NA,84000005,USA,21249.88899212805,6.9038660174118345,641280,1.1638630662535046
California,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,36.1162,-119.6816,650689,11512,NA,NA,6,1646.8245788145102,NA,NA,NA,84000006,USA,25664.673435356948,NA,10140683,1.756270583697174
Colorado,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,39.0598,-105.3111,57462,1914,5729,46272,8,935.9866470697737,NA,6781,NA,84000008,USA,15417.60205711809,12.584907761404551,887859,3.52498098365522
Connecticut,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,41.5978,-72.7554,51314,4457,8809,38048,9,1439.2670211402335,NA,11015,NA,84000009,USA,28116.10958668965,21.46587675877928,1002420,8.685738784737108
Delaware,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,39.3185,-75.5071,16643,611,8780,7252,10,1709.1410239031222,315293,NA,NA,84000010,USA,3.2378789932673624e-6,NA,214869,3.671213122634141
Diamond Princess,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,NA,84088888,USA,NA,NA,NA,0
District of Columbia,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,38.8974,-77.0268,13354,600,10596,2158,11,1892.17412989604,NA,NA,NA,84000011,USA,35658.42813804908,NA,251659,4.493035794518496
Florida,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,27.7663,-81.6868,584047,9932,NA,NA,12,2719.313491919563,NA,35620,NA,84000012,USA,34304.47537373234,6.098824238460262,7367825,1.7005480723297954
Georgia,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,33.0406,-83.6431,243982,4849,NA,NA,13,2297.939905003314,NA,22664,NA,84000013,USA,19549.913382936706,9.289209859743751,2075697,1.987441696518596
Grand Princess,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,NA,84099999,USA,NA,NA,NA,2.912621359223301
Guam,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,13.4443,144.7937,599,5,363,231,66,364.734608382198,NA,NA,NA,316,GUM,18114.94924769681,NA,29750,0.8347245409015025
Hawaii,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,21.0943,-157.4983,5609,42,1977,3590,15,396.1516295258329,NA,303,NA,84000015,USA,11732.204606066083,5.402032447851667,166113,0.7487965769299341
Idaho,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,44.2405,-114.4788,28680,289,11397,16994,16,1604.8660792976193,NA,1170,NA,84000016,USA,12821.190051844786,4.079497907949791,229123,1.007670850767085
Illinois,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,40.3495,-88.9861,213220,8017,NA,NA,17,1682.6310914587573,NA,NA,NA,84000017,USA,27548.550441171792,NA,3490903,3.759966232060784
Indiana,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,39.8494,-86.2583,82336,3124,62483,16729,18,1223.0142839975942,1318432,10090,NA,84000018,USA,1.958391430819467e-6,12.254663816556551,934033,3.7942090944422855
Iowa,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,42.0115,-93.2105,53523,1010,41837,10676,19,1696.4124409284104,NA,NA,NA,84000019,USA,17822.805833151087,NA,562322,1.8870392167853072
Kansas,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,38.5266,-96.7265,35403,415,1472,33516,20,1215.2140140060426,NA,2090,NA,84000020,USA,12351.56938112404,5.900787712809509,359840,1.1722170437533543
Kentucky,US,2020-08-19,2020,8,19,2020-08-20T04:30:22Z,37.6681,-84.6701,40926,842,9331,30753,21,916.0473472431844,NA,4301,NA,84000021,USA,16357.95636788995,10.509211748033035,730820,2.05737184186092
