FIPS,Admin2,Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
NA,NA,NA,Afghanistan,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,33.93911,67.709953,72977,2973,57741,12263,Afghanistan,187.4649628660004,4.073886292941611
NA,NA,NA,Albania,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,41.1533,20.1683,132337,2451,129473,413,Albania,4598.547501563695,1.8520897405865329
NA,NA,NA,Algeria,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,28.0339,1.6596,129218,3480,90057,35681,Algeria,294.67486098335223,2.6931232490829453
NA,NA,NA,Andorra,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,42.5063,1.5218,13729,127,13479,123,Andorra,17768.718048275416,0.9250491659989802
NA,NA,NA,Angola,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-11.2027,17.8739,34752,772,28190,5790,Angola,105.73759089410456,2.221454880294659
NA,NA,NA,Antigua and Barbuda,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,17.0608,-61.7964,1260,42,1213,5,Antigua and Barbuda,1286.6595866350788,3.3333333333333335
NA,NA,NA,Argentina,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-38.4161,-63.6167,3817139,78733,3381337,357069,Argentina,8445.78687075122,2.062618102196436
NA,NA,NA,Armenia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,40.0691,45.0382,222778,4445,213429,4904,Armenia,7518.069784566457,1.995259855102389
NA,NA,Australian Capital Territory,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-35.4735,149.0124,124,3,121,0,"Australian Capital Territory, Australia",28.96519504788601,2.4193548387096775
NA,NA,New South Wales,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-33.8688,151.2093,5588,54,0,5534,"New South Wales, Australia",68.83468834688347,0.9663564781675018
NA,NA,Northern Territory,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-12.4634,130.8456,173,0,170,3,"Northern Territory, Australia",70.43973941368078,0
NA,NA,Queensland,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-27.4698,153.0251,1619,7,1591,21,"Queensland, Australia",31.64891017495846,0.4323656578134651
NA,NA,South Australia,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-34.9285,138.6007,754,4,748,2,"South Australia, Australia",42.92627384002277,0.5305039787798409
NA,NA,Tasmania,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-42.8821,147.3272,234,13,221,0,"Tasmania, Australia",43.69747899159664,5.555555555555555
NA,NA,Victoria,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-37.8136,144.9631,20614,820,19727,67,"Victoria, Australia",310.9247499962292,3.9778791112835936
NA,NA,Western Australia,Australia,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,-31.9505,115.8605,1018,9,1006,3,"Western Australia, Australia",38.6983958032388,0.8840864440078585
NA,NA,NA,Austria,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,47.5162,14.5501,640050,12931,629713,4824,Austria,7163.2616805826965,1.6453486930211796
NA,NA,NA,Azerbaijan,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,40.1431,47.5769,334132,4921,325040,4171,Azerbaijan,3295.455498105122,1.4727712401086996
NA,NA,NA,Bahamas,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,25.025885,-78.035889,11796,230,10730,836,Bahamas,2999.633818862397,1.949813496100373
NA,NA,NA,Bahrain,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,26.0275,50.55,242790,1009,213827,27954,Bahrain,14268.47823467912,0.4155854853989044
NA,NA,NA,Bangladesh,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,23.685,90.3563,802305,12660,742151,47494,Bangladesh,487.1625513345934,1.5779535214164189
NA,NA,NA,Barbados,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,13.1939,-59.5432,4017,47,3922,48,Barbados,1397.844598097929,1.170027383619617
NA,NA,NA,Belarus,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,53.7098,27.9534,395075,2861,386088,6126,Belarus,4180.98824243562,0.7241662975384421
NA,NA,Antwerp,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,51.2195,4.4024,137973,0,0,137973,"Antwerp, Belgium",7379.300754654415,0
NA,NA,Brussels,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.8503,4.3517,130484,0,0,130484,"Brussels, Belgium",10710.729691238696,0
NA,NA,East Flanders,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,51.0362,3.7373,121992,0,0,121992,"East Flanders, Belgium",7998.138016266133,0
NA,NA,Flemish Brabant,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.9167,4.5833,80909,0,0,80909,"Flemish Brabant, Belgium",6999.999134830596,0
NA,NA,Hainaut,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.5257,4.0621,157004,0,0,157004,"Hainaut, Belgium",11657.21243800303,0
NA,NA,Liege,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.4496,5.8492,128473,0,0,128473,"Liege, Belgium",11576.229951342584,0
NA,NA,Limburg,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.9739,5.3420000000000005,59865,0,0,59865,"Limburg, Belgium",6823.233071566158,0
NA,NA,Luxembourg,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.0547,5.4677,30949,0,0,30949,"Luxembourg, Belgium",10792.950005579734,0
NA,NA,Namur,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.331,4.8221,58699,0,0,58699,"Namur, Belgium",11838.485616095775,0
NA,NA,Unknown,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,NA,NA,20305,24968,0,0,"Unknown, Belgium",NA,122.96478699827628
NA,NA,Walloon Brabant,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,50.4,4.35,40781,0,0,40781,"Walloon Brabant, Belgium",10044.111236173676,0
NA,NA,West Flanders,Belgium,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,51.0536,3.1458,96065,0,0,96065,"West Flanders, Belgium",7999.117361744293,0
NA,NA,NA,Belize,2021-06-01,2021,6,1,2021-06-02T04:24:34Z,17.1899,-88.4976,12819,325,12417,77,Belize,3223.9242897130684,2.5352991653015056
