Confirmed,Deaths,Recovered,Active,FIPS,People_Hospitalized,Case_Fatality_Ratio,UID,Date,Last_Update,People_Tested,Hospitalization_rate,Mortality_Rate,Testing_Rate,Incident_Rate,Total_Test_Results
358755,5117,31182,322456,51,NA,1.426321584368162,84000051,2021-01-02,2021-01-03T05:30:33Z,NA,NA,NA,50822.205421837854,4203.083608624151,4337939
246752,3461,NA,NA,53,NA,1.402622876410323,84000053,2021-01-02,2021-01-03T05:30:33Z,NA,NA,NA,50385.73752776303,3240.3869627583736,3836820
89327,1373,61120,26834,54,NA,1.5370492684182837,84000054,2021-01-02,2021-01-03T05:30:33Z,NA,NA,NA,86608.96678676472,4984.356751985189,1552160
523652,5256,452502,65894,55,NA,1.0037200278047254,84000055,2021-01-02,2021-01-03T05:30:33Z,NA,NA,NA,9.279064391283782e-6,8993.695763661726,5402674
44573,438,43037,1098,56,NA,0.9826576627106096,84000056,2021-01-02,2021-01-03T05:30:33Z,NA,NA,NA,86699.99084247503,7701.478508325573,501784
909541,16455,NA,NA,1,NA,1.8091542877121536,84000001,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,NA,18550.00372207045,NA
157169,978,NA,NA,2,NA,0.6222601149081561,84000002,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,503824.3717064569,21484.52931808706,3685702
10,0,NA,NA,60,NA,0,16,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,3846.084721698028,17.97235851260761,2140
1390409,24355,NA,NA,4,NA,1.7516428619204854,84000004,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,215422.33335902463,19102.3912593387,15679982
572822,9196,NA,NA,5,NA,1.6053852680239236,84000005,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,147175.62837082858,18981.41827633604,4441472
5567145,76485,NA,NA,6,NA,1.374232322357984,84000006,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,304530.0564334232,14092.899809762665,120326595
1015092,10840,NA,NA,8,NA,1.1052702375507788,84000008,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,246676.6839111916,16136.787656180106,14205459
510188,9160,NA,NA,9,NA,1.795416591530965,84000009,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,335026.4368618852,14309.871827990286,11944654
186996,2286,NA,NA,10,NA,1.2224860424821922,84000010,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,2.871493503559384e-5,19203.42095209928,2796157
49,0,NA,NA,88888,NA,0,84088888,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,NA,NA,NA
94286,1211,NA,NA,11,NA,1.2843900473028869,84000011,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,377677.7579564406,13359.707204686085,2665457
4209927,62504,NA,NA,12,NA,1.484681325828215,84000012,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,217808.6965121139,19601.352786841555,46780379
1839879,31443,NA,NA,13,NA,1.708971079076396,84000013,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,132590.45062064493,17328.86595928221,14077689
103,3,NA,NA,99999,NA,2.912621359223301,84099999,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,NA,NA,NA
19618,270,NA,NA,66,NA,1.3762870832908554,316,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,167660.40102539747,11945.515103909784,275347
118820,1094,NA,NA,15,NA,0.9207204174381416,84000015,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,214753.16977805903,8392.00153686209,3040630
319382,4162,NA,NA,16,NA,1.303141692393435,84000016,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,60897.78491548992,17871.873714722184,1088283
2149574,31017,NA,NA,17,NA,1.4074586843373584,84000017,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,350933.2241987951,16963.213100942634,44469630
1246854,19037,NA,NA,18,NA,1.5268026569269535,84000018,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,2.4731278052600487e-5,18520.6987473224,16649638
575501,7858,NA,NA,19,NA,1.365419000140747,84000019,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,57949.80776971668,18240.514473529907,1828357
520388,7006,NA,NA,20,NA,1.3463031430394243,84000020,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,69033.51303704304,17862.406867230926,2011163
856145,12118,NA,NA,21,NA,1.4154144449830344,84000021,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,184313.3998392452,19163.107953514056,8234520
828695,14986,NA,NA,22,NA,1.808385473545756,84000022,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,233216.8515103057,17826.021114293297,10841771
146736,1531,NA,NA,23,NA,1.0433704067168248,84000023,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,254871.1810339441,10916.135252475056,3426009
747005,11870,NA,NA,24,NA,1.5890121217394797,84000024,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,2.707248316153022e-5,12356.012888541902,16367157
1140614,16706,NA,NA,25,NA,1.777376044831994,84000025,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,5.262117985295037e-5,16548.618114493383,36269164
1710325,29020,NA,NA,26,NA,1.6967535409936707,84000026,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,2.0102078161327435e-5,17125.75838424441,20075658
1022212,10656,NA,NA,27,NA,1.0424452070607662,84000027,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,246601.4626486267,18125.50889845295,13907415
543737,10450,NA,NA,28,NA,1.9218850289754053,84000028,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,94040.99055524438,18269.81780818097,2798800
1019379,16233,NA,NA,29,NA,1.5924401032393252,84000029,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,136943.08104306884,16609.2213220261,8404783
197724,2906,NA,NA,30,NA,1.4697254759159233,84000030,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,216684.94299096725,18500.00654953601,2315881
338257,3338,NA,NA,31,NA,0.9868236281880346,84000031,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,230633.29969685816,17486.33173560076,4461389
484641,8419,NA,NA,32,NA,1.7371621468262075,84000032,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,164449.75514227198,15734.300470495651,5065309
198667,1961,NA,NA,33,NA,0.987078880740133,84000033,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,232036.8078216621,14610.97247871055,3155030
1623096,29056,NA,NA,34,NA,1.79015905405472,84000034,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,188635.52794975112,18273.6014428874,16754966
350043,5855,NA,NA,35,NA,1.6726516456549625,84000035,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,270882.65185191546,16693.92210809751,5679946
3552059,59682,NA,NA,36,NA,1.6802085776165316,84000036,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,454861.6780238847,18259.17116151639,88486794
1686667,19426,NA,NA,37,NA,1.1517389028183986,84000037,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,2.0705590267965053e-5,16081.745722097572,21716197
174822,2057,NA,NA,38,NA,1.1771640475672709,84000038,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,269130.46445039904,22930.15528920219,2050941
3297,17,NA,NA,69,NA,0.5156202608431908,580,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,31811.25779776585,5978.891629189033,17542
2053721,32133,NA,NA,39,NA,1.5599976822557688,84000039,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,2.2562308475417267e-5,17569.539143304446,26373308
708938,12419,NA,NA,40,NA,1.7517751904962071,84000040,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,123314.4999040933,17916.178814552848,4879519
421263,5655,NA,NA,41,NA,1.342391807493181,84000041,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,205344.33512568468,9987.891611070108,8660884
2077224,36715,NA,NA,42,NA,1.7675031676891853,84000042,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,168358.78393583998,16225.79116416988,21553273
292662,3310,NA,NA,72,NA,1.1309975329902755,630,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,109293.59544151694,9163.745806580093,3490503
231096,3066,NA,NA,44,NA,1.3267213625506282,84000044,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,623402.2207727111,21814.65996954768,6604080
975320,14636,NA,NA,45,NA,1.5006356887995735,84000045,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,207006.64282381968,18942.982655474745,10658180
179204,2486,NA,NA,46,NA,1.3872458204057945,84000046,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,1.2854229708848267e-5,20256.844727742555,1137161
1451400,20784,NA,NA,47,NA,1.4337216056911128,84000047,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,163910.7745680517,21275.36946635128,11193752
4730835,75748,NA,NA,48,NA,1.601070424142884,84000048,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,134104.8061274634,16315.541507429967,38884870
636992,3787,NA,NA,49,NA,0.5945129609163067,84000049,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,157557.2106683868,19869.00639372069,5051218
64447,471,NA,NA,50,NA,0.7308330876534206,84000050,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,456161.4066914641,10328.22693989798,2846397
10106,89,NA,NA,78,NA,0.8806649515139521,850,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,232390.8341723533,9421.262631912592,249281
1118518,15587,NA,NA,51,NA,1.3935403811114349,84000051,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,131173.90987003836,13104.276377335696,11196374
849075,9853,NA,NA,53,NA,1.16043930159291,84000053,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,130778.60713210286,11150.189503647654,9958651
328162,5336,NA,NA,54,NA,1.6260261700014018,84000054,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,275536.7723741412,18311.10952393972,4938024
1120663,11173,NA,NA,55,NA,0.996999097855466,84000055,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,2.2937778255622992e-5,19247.32852274496,13355370
115638,1526,NA,NA,56,NA,1.319635413964268,84000056,2022-01-02,2022-01-03T02:33:49Z,NA,NA,NA,207721.34860969768,19980.337238816155,1202206
371934,4873,202137,164924,1,NA,1.3101786876166202,84000001,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,NA,7585.559182449775,NA
48118,215,7165,40738,2,NA,0.4468182384970281,84000002,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,176863.6242473122,6577.585794448735,1293837
0,0,NA,NA,60,NA,NA,16,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,3846.084721698028,0,2140
556384,9061,78690,468633,4,NA,1.6285515039972394,84000004,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,40154.97511443294,7643.984509907446,5257472
233475,3749,203701,26025,5,NA,1.605739372523825,84000005,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,68917.26566735281,7736.585941300363,2079788
2512639,26617,NA,NA,6,NA,1.0549370976597623,84000006,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,85575.50912789695,6361.120203234325,33812786
366506,5464,18305,318011,8,NA,1.4458608058608058,84000008,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,78185.49070490469,5925.779546067053,4502496
190120,6099,9800,174221,9,NA,3.20797391121397,84000009,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,122945.5300512974,5332.530031944132,4383361
59484,1080,18851,39553,10,NA,1.8156142828323585,84000010,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,1.0650342382753931e-5,6108.666987072843,1037092
49,0,NA,NA,88888,NA,0,84088888,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,NA,NA,NA
29764,794,21072,7898,11,NA,2.667652197285311,84000011,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,130074.5732547974,4217.363396901731,918000
1365436,21987,NA,NA,12,NA,1.6102548929426206,84000012,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,81543.48849694918,6357.448179945587,17513696
690900,10964,NA,NA,13,NA,1.586915617310754,84000013,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,51446.014725042034,6507.228731491625,5462241
103,3,NA,NA,99999,NA,2.912621359223301,84099999,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,NA,NA,NA
7326,122,7047,157,66,NA,1.6653016653016652,316,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,58577.96126140938,4460.844308861407,96202
22560,289,11958,10313,15,NA,1.2810283687943262,84000015,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,58335.499254169874,1593.3643719206257,825956
142507,1448,60164,80895,16,NA,1.0160904376627111,84000016,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,30665.25280277997,7974.360193949296,548008
979821,18322,NA,NA,17,NA,1.8699333857918947,84000017,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,106394.47163908012,7732.282518826615,13482117
526071,9625,348425,168021,18,NA,1.829600947400636,84000018,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,8.604439338648965e-6,7814.228859756345,5792697
284715,3946,244021,36748,19,NA,1.3859473508596316,84000019,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,37339.77376096252,9024.04701005049,1178096
230119,2893,4612,222614,20,NA,1.2571756352148236,84000020,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,34754.441162195355,7898.873928453988,1012506
276825,2723,37375,236727,21,NA,0.9836539329901562,84000021,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,71867.48000581062,6196.178637066769,3210804
321058,7537,263712,49809,22,NA,2.347550909804459,84000022,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,91560.64992339948,6906.264291340937,4256466
25592,359,11465,13768,23,NA,1.4027821194123165,84000023,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,82784.85834079744,1903.8663544143333,1112804
285319,5994,9378,269947,24,NA,2.1008064657453587,84000024,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,9.650074102499636e-6,4719.386404837835,5834126
387662,10683,261672,113380,25,NA,3.252833654059464,84000025,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,1.6628531028568287e-5,5624.400888907847,11461220
538121,13306,363611,161204,26,NA,2.4726780779787445,84000026,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,8.213548066223438e-6,5388.291831954738,8202753
420544,5489,403419,11636,27,NA,1.3052141987520924,84000027,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,97102.00949281798,7456.940452852243,5476196
222061,4871,167263,49927,28,NA,2.193541414296072,84000028,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,45351.190414189616,7461.353581423511,1349719
451605,5770,NA,NA,29,NA,1.2776652162841422,84000029,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,60142.96216591054,7358.212593288264,3691231
82381,972,76501,4908,30,NA,1.179883711049878,84000030,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,74458.49371899497,7707.961803105977,795796
169000,1672,105963,61365,31,NA,0.9893491124260356,84000031,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,91490.41980802396,8736.523008589707,1769798
231614,3180,NA,NA,32,NA,1.372973999844569,84000032,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,68918.35997916988,7519.554204397439,2122793
47376,780,39574,7022,33,NA,1.646403242147923,84000033,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,76879.57220321083,3484.269819101265,1045340
545450,19208,56873,469369,34,NA,3.5214960124667707,84000034,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,87837.51529746606,6140.940466258884,7801895
146394,2551,68876,74967,35,NA,1.7425577550992526,84000035,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,95676.28070767812,6981.685201797572,2006168
1023897,38239,104402,881256,36,NA,3.7346529973229727,84000036,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,132875.95006384692,5263.288299761673,25849104
564924,6910,403488,154526,37,NA,1.2231733826142983,84000037,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,6.795057133409686e-6,5386.341299325978,7126713
92565,1317,89879,1845,38,NA,1.4155049924226957,84000038,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,169468.10102065187,12209.111594594666,1291452
122,2,29,91,69,NA,1.639344262295082,580,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,31827.57870303206,221.23893805309731,17551
721481,14053,579583,127845,39,NA,1.9477990411389905,84000039,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,7.545018863727746e-6,6172.2544935024935,8819448
304375,2547,265293,36535,40,NA,0.8367967145790555,84000040,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,68193.32261975131,7692.121069373518,2698390
117745,1500,5870,110375,41,NA,1.2739394454116948,84000041,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,62893.20552703974,2791.6629225577603,2652670
669818,16331,453531,199956,42,NA,2.4381249832043927,84000042,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,30926.311528622624,5232.140099479854,7715509
78169,1545,68661,7963,72,NA,1.976486842610242,630,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,43474.76621116488,2447.604560737504,1388451
87949,1974,5381,80594,44,NA,2.24448259786922,84000044,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,186385.75518638128,8302.080216281325,1974498
321669,5469,154943,161257,45,NA,1.700194920865859,84000045,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,63344.49728611844,6247.560070339895,3261427
100532,1513,93031,5988,46,NA,1.5049934349261926,84000046,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,6.796132747194117e-6,11363.926665528752,601226
602862,7025,526966,69039,47,NA,1.1649503341458969,84000047,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,83983.84636267871,8830.204062746096,5735403
1840651,28514,1451846,360309,48,NA,1.5481479107120253,84000048,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,48467.95308616421,6347.97404500315,14053710
283473,1301,232355,49817,49,NA,0.4589502351193941,84000049,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,70956.57522650016,8842.068423853338,2274838
7793,140,5272,2381,50,NA,1.796484024124214,84000050,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,113960.98328656435,1248.9002209974856,711104
2042,23,1920,99,78,NA,1.1263467189030365,850,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,33940.22448446881,1903.6432113957565,36407
363765,5124,31368,327273,51,NA,1.408601707146097,84000051,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,51144.868870891165,4261.779512177292,4365480
255396,3459,NA,NA,53,NA,1.354367335432035,84000053,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,50385.73752776303,3353.901361450516,3836820
91058,1376,62264,27418,54,NA,1.5111247776142678,84000054,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,87047.65847890826,5080.944810888839,1560022
526245,5261,454850,66134,55,NA,0.9997244629402656,84000055,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,9.29358580964593e-6,9038.230403298689,5411129
44875,438,43068,1369,56,NA,0.9760445682451252,84000056,2021-01-03,2021-01-04T05:30:45Z,NA,NA,NA,86699.99084247503,7753.65912236354,501784
