name,href,date,year,month,day
01-01-2021.csv,https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_daily_reports_us/01-01-2021.csv,2021-01-01,2021,1,1
01-01-2022.csv,https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_daily_reports_us/01-01-2022.csv,2022-01-01,2022,1,1
01-02-2021.csv,https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_daily_reports_us/01-02-2021.csv,2021-01-02,2021,1,2
01-02-2022.csv,https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_daily_reports_us/01-02-2022.csv,2022-01-02,2022,1,2
01-03-2021.csv,https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_daily_reports_us/01-03-2021.csv,2021-01-03,2021,1,3
