Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,32.3182,-86.9023,1534287,20558,NA,NA,1,31291.64002581995,NA,NA,1.3399057673042918,84000001,USA,NA,NA
Alaska,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,61.3707,-152.4044,298651,1413,NA,NA,2,40824.69294438483,NA,NA,0.4731274966432391,84000002,USA,NA,NA
American Samoa,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,-14.271,-170.132,8257,34,NA,NA,60,14839.776423860105,NA,NA,0.4117718299624561,16,ASM,NA,NA
Arizona,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,33.7298,-111.4312,2300375,31613,NA,NA,4,31604.127485654408,NA,NA,1.37425419768516,84000004,USA,NA,NA
Arkansas,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,34.9697,-92.3731,962764,12523,NA,NA,5,31902.80084458765,NA,NA,1.3007341362992384,84000005,USA,NA,NA
California,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,36.1162,-119.6816,11407445,97034,NA,NA,6,28840.08070110356,NA,NA,0.8515222471748801,84000006,USA,NA,NA
Colorado,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,39.0598,-105.3111,1683848,13473,NA,NA,8,29239.88875336532,NA,NA,0.8001316033276162,84000008,USA,NA,NA
Connecticut,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,41.5978,-72.7554,916657,11527,NA,NA,9,25710.6089916464,NA,NA,1.257504170043975,84000009,USA,NA,NA
Delaware,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,39.3185,-75.5071,314553,3148,NA,NA,10,32302.796160055208,NA,NA,1.0007852412788942,84000010,USA,NA,NA
Diamond Princess,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,38.8974,-77.0268,170041,1397,NA,NA,11,24093.69336690523,NA,NA,0.8215665633582488,84000011,USA,NA,NA
Florida,US,2022-11-09,2022,11,9,2022-11-10T04:33:11Z,27.7663,-81.6868,7215992,82541,NA,NA,12,33597.54335384589,NA,NA,1.143862132884848,84000012,USA,NA,NA
