Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,32.3182,-86.9023,1534287,20558,NA,NA,1,31291.64002581995,NA,NA,1.3399057673042918,84000001,USA,NA,NA
Alaska,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,61.3707,-152.4044,300177,1413,NA,NA,2,41033.292552064464,NA,NA,0.4707222738584235,84000002,USA,NA,NA
American Samoa,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,-14.271,-170.132,8257,34,NA,NA,60,14839.776423860105,NA,NA,0.4117718299624561,16,ASM,NA,NA
Arizona,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,33.7298,-111.4312,2287886,31548,NA,NA,4,31432.54504880462,NA,NA,1.3789148585200486,84000004,USA,NA,NA
Arkansas,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,34.9697,-92.3731,960225,12502,NA,NA,5,31818.666818653564,NA,NA,1.301986513577547,84000005,USA,NA,NA
California,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,36.1162,-119.6816,11379781,96896,NA,NA,6,28773.22037790686,NA,NA,0.852287095568021,84000006,USA,NA,NA
Colorado,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,39.0598,-105.3111,1675734,13429,NA,NA,8,29098.98977831246,NA,NA,0.8013801713159726,84000008,USA,NA,NA
Connecticut,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,41.5978,-72.7554,913565,11478,NA,NA,9,25623.883855633503,NA,NA,1.2563966439169627,84000009,USA,NA,NA
Delaware,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,39.3185,-75.5071,313466,3147,NA,NA,10,32191.167469735992,NA,NA,1.003936631085987,84000010,USA,NA,NA
Diamond Princess,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,38.8974,-77.0268,169709,1397,NA,NA,11,24046.651146512428,NA,NA,0.8231737857155483,84000011,USA,NA,NA
Florida,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,27.7663,-81.6868,7192835,82176,NA,NA,12,33489.72473217267,NA,NA,1.1424702499084158,84000012,USA,NA,NA
Georgia,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,33.0406,-83.6431,2920663,40626,NA,NA,13,27508.209854688845,NA,NA,1.3909855399270643,84000013,USA,NA,NA
Grand Princess,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,13.4443,144.7937,58850,403,NA,NA,66,35834.10968830109,NA,NA,0.6847918436703483,316,GUM,NA,NA
Hawaii,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,21.0943,-157.4983,361817,1704,NA,NA,15,25554.35802106405,NA,NA,0.4709563121688588,84000015,USA,NA,NA
Idaho,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,44.2405,-114.4788,499849,5216,NA,NA,16,27970.387199122582,NA,NA,1.043515141572755,84000016,USA,NA,NA
Illinois,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,40.3495,-88.9861,3816575,40022,NA,NA,17,30118.59937099806,NA,NA,1.0486365393055292,84000017,USA,NA,NA
Indiana,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,39.8494,-86.2583,1937565,24900,NA,NA,18,28780.48084888504,NA,NA,1.2851181766805242,84000018,USA,NA,NA
Iowa,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,42.0115,-93.2105,862925,10177,NA,NA,19,27350.423286963523,NA,NA,1.1793608946316307,84000019,USA,NA,NA
Kansas,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,38.5266,-96.7265,888233,9607,NA,NA,20,30488.749238839344,NA,NA,1.0815855749561207,84000020,USA,NA,NA
Kentucky,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,37.6681,-84.6701,1614528,17322,NA,NA,21,36138.00741459816,NA,NA,1.072883220359139,84000021,USA,NA,NA
Louisiana,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,31.1695,-91.8678,1461433,18168,NA,NA,22,31436.819958036427,NA,NA,1.2431633882634374,84000022,USA,NA,NA
Maine,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,44.6939,-69.3819,297580,2653,NA,NA,23,22137.87706105882,NA,NA,0.8915249680758115,84000023,USA,NA,NA
Maryland,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,39.0639,-76.8021,1270143,15567,NA,NA,24,21009.10071323656,NA,NA,1.225610029736809,84000024,USA,NA,NA
Massachusetts,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,42.2302,-71.5301,2086638,22023,NA,NA,25,30274.02381979377,NA,NA,1.0554298349785636,84000025,USA,NA,NA
Michigan,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,43.3266,-84.5361,2897827,39406,NA,NA,26,29016.40626275113,NA,NA,1.3598465332816625,84000026,USA,NA,NA
Minnesota,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,45.6945,-93.9002,1686048,13825,NA,NA,27,29896.41877342352,NA,NA,0.8199647934103893,84000027,USA,NA,NA
Mississippi,US,2022-11-01,2022,11,1,2022-11-02T04:31:56Z,32.7416,-89.6787,933065,12968,NA,NA,28,31351.42091340185,NA,NA,1.38982814702084,84000028,USA,NA,NA
