Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,32.3182,-86.9023,1534287,20558,NA,NA,1,31291.64002581995,NA,NA,1.3399057673042918,84000001,USA,NA,NA
Alaska,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,61.3707,-152.4044,300544,1413,NA,NA,2,41083.46034762045,NA,NA,0.4701474659284497,84000002,USA,NA,NA
American Samoa,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,-14.271,-170.132,8257,34,NA,NA,60,14839.776423860105,NA,NA,0.4117718299624561,16,ASM,NA,NA
Arizona,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,33.7298,-111.4312,2293015,31573,NA,NA,4,31503.010764122304,NA,NA,1.3769207789744071,84000004,USA,NA,NA
Arkansas,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,34.9697,-92.3731,961287,12519,NA,NA,5,31853.85797089539,NA,NA,1.302316581832481,84000005,USA,NA,NA
California,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,36.1162,-119.6816,11388127,97005,NA,NA,6,28822.000220033176,NA,NA,0.851801770830946,84000006,USA,NA,NA
Colorado,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,39.0598,-105.3111,1679157,13449,NA,NA,8,29158.42990545148,NA,NA,0.8009376133381214,84000008,USA,NA,NA
Connecticut,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,41.5978,-72.7554,914850,11478,NA,NA,9,25659.925834862664,NA,NA,1.2546319068699787,84000009,USA,NA,NA
Delaware,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,39.3185,-75.5071,313913,3147,NA,NA,10,32237.07181616901,NA,NA,1.0025070640591502,84000010,USA,NA,NA
Diamond Princess,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,38.8974,-77.0268,170041,1397,NA,NA,11,24093.69336690523,NA,NA,0.8215665633582488,84000011,USA,NA,NA
Florida,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,27.7663,-81.6868,7215992,82541,NA,NA,12,33597.54335384589,NA,NA,1.143862132884848,84000012,USA,NA,NA
Georgia,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,33.0406,-83.6431,2924732,40696,NA,NA,13,27546.53365510633,NA,NA,1.391443728861311,84000013,USA,NA,NA
Grand Princess,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,13.4443,144.7937,58907,404,NA,NA,66,35868.817322153824,NA,NA,0.6858268117541209,316,GUM,NA,NA
Hawaii,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,21.0943,-157.4983,362834,1711,NA,NA,15,25626.186547936537,NA,NA,0.4715655092962622,84000015,USA,NA,NA
Idaho,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,44.2405,-114.4788,500884,5225,NA,NA,16,28028.30339131481,NA,NA,1.043155700721125,84000016,USA,NA,NA
Illinois,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,40.3495,-88.9861,3823905,40058,NA,NA,17,30176.44425375012,NA,NA,1.047567865833487,84000017,USA,NA,NA
Indiana,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,39.8494,-86.2583,1942708,24950,NA,NA,18,28856.87467980468,NA,NA,1.2842897645966351,84000018,USA,NA,NA
Iowa,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,42.0115,-93.2105,864752,10207,NA,NA,19,27408.330084594003,NA,NA,1.1803384091623956,84000019,USA,NA,NA
Kansas,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,38.5266,-96.7265,890598,9620,NA,NA,20,30569.928267258525,NA,NA,1.0801730971774022,84000020,USA,NA,NA
Kentucky,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,37.6681,-84.6701,1615595,17322,NA,NA,21,36161.89009356772,NA,NA,1.0721746477304028,84000021,USA,NA,NA
Louisiana,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,31.1695,-91.8678,1463379,18193,NA,NA,22,31478.68027707831,NA,NA,1.2432186057063823,84000022,USA,NA,NA
Maine,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,44.6939,-69.3819,298388,2661,NA,NA,23,22197.98662710941,NA,NA,0.8917918951164256,84000023,USA,NA,NA
Maryland,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,39.0639,-76.8021,1272575,15592,NA,NA,24,21049.327784467587,NA,NA,1.225232304579298,84000024,USA,NA,NA
Massachusetts,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,42.2302,-71.5301,2092838,22106,NA,NA,25,30363.97662793908,NA,NA,1.0562690471025469,84000025,USA,NA,NA
Michigan,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,43.3266,-84.5361,2897827,39406,NA,NA,26,29016.40626275113,NA,NA,1.3598465332816625,84000026,USA,NA,NA
Minnesota,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,45.6945,-93.9002,1691086,13873,NA,NA,27,29985.75084331744,NA,NA,0.8203604074541448,84000027,USA,NA,NA
Mississippi,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,32.7416,-89.6787,934401,12992,NA,NA,28,31396.31113899204,NA,NA,1.3904094708802752,84000028,USA,NA,NA
Missouri,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,38.4561,-92.2884,1680620,21884,NA,NA,29,27383.131826556662,NA,NA,1.3021384965072411,84000029,USA,NA,NA
Montana,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,46.9219,-110.4544,315421,3577,NA,NA,30,29512.30283557484,NA,NA,1.134039902225914,84000030,USA,NA,NA
Nebraska,US,2022-11-04,2022,11,4,2022-11-05T04:31:36Z,41.1254,-98.2681,535394,4562,NA,NA,31,27677.40828201703,NA,NA,0.8520827652158971,84000031,USA,NA,NA
