Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,32.3182,-86.9023,1534287,20558,NA,NA,1,31291.64002581995,NA,NA,1.3399057673042918,84000001,USA,NA,NA
Alaska,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,61.3707,-152.4044,300544,1413,NA,NA,2,41083.46034762045,NA,NA,0.4701474659284497,84000002,USA,NA,NA
American Samoa,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,-14.271,-170.132,8257,34,NA,NA,60,14839.776423860105,NA,NA,0.4117718299624561,16,ASM,NA,NA
Arizona,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,33.7298,-111.4312,2293015,31573,NA,NA,4,31503.010764122304,NA,NA,1.3769207789744071,84000004,USA,NA,NA
Arkansas,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,34.9697,-92.3731,960630,12506,NA,NA,5,31832.08717332206,NA,NA,1.301853991651312,84000005,USA,NA,NA
California,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,36.1162,-119.6816,11381167,96905,NA,NA,6,28775.687968758422,NA,NA,0.8522931659817303,84000006,USA,NA,NA
Colorado,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,39.0598,-105.3111,1676917,13430,NA,NA,8,29119.532480738828,NA,NA,0.8008744618845178,84000008,USA,NA,NA
Connecticut,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,41.5978,-72.7554,913979,11478,NA,NA,9,25635.49582403885,NA,NA,1.2558275408953596,84000009,USA,NA,NA
Delaware,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,39.3185,-75.5071,313600,3147,NA,NA,10,32204.928504237167,NA,NA,1.0035076530612246,84000010,USA,NA,NA
Diamond Princess,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,38.8974,-77.0268,169709,1397,NA,NA,11,24046.651146512428,NA,NA,0.8231737857155483,84000011,USA,NA,NA
Florida,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,27.7663,-81.6868,7192835,82176,NA,NA,12,33489.72473217267,NA,NA,1.1424702499084158,84000012,USA,NA,NA
Georgia,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,33.0406,-83.6431,2924732,40696,NA,NA,13,27546.53365510633,NA,NA,1.391443728861311,84000013,USA,NA,NA
Grand Princess,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,13.4443,144.7937,58850,403,NA,NA,66,35834.10968830109,NA,NA,0.6847918436703483,316,GUM,NA,NA
Hawaii,US,2022-11-02,2022,11,2,2022-11-03T04:31:51Z,21.0943,-157.4983,362834,1711,NA,NA,15,25626.186547936537,NA,NA,0.4715655092962622,84000015,USA,NA,NA
