Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,32.3182,-86.9023,1540329,20608,NA,NA,1,31414.86605135233,NA,NA,1.337895994946534,84000001,USA,NA,NA
Alaska,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,61.3707,-152.4044,298651,1413,NA,NA,2,40824.69294438483,NA,NA,0.4731274966432391,84000002,USA,NA,NA
American Samoa,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,-14.271,-170.132,8260,34,NA,NA,60,14845.168131413886,NA,NA,0.4116222760290557,16,ASM,NA,NA
Arizona,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,33.7298,-111.4312,2300375,31613,NA,NA,4,31604.127485654408,NA,NA,1.37425419768516,84000004,USA,NA,NA
Arkansas,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,34.9697,-92.3731,963485,12525,NA,NA,5,31926.6923895654,NA,NA,1.2999683440842358,84000005,USA,NA,NA
California,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,36.1162,-119.6816,11412662,97106,NA,NA,6,28883.87727514091,NA,NA,0.8508619636680732,84000006,USA,NA,NA
Colorado,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,39.0598,-105.3111,1686624,13482,NA,NA,8,29288.093776134207,NA,NA,0.7993482839091581,84000008,USA,NA,NA
Connecticut,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,41.5978,-72.7554,918320,11537,NA,NA,9,25757.25320289783,NA,NA,1.2563158811743182,84000009,USA,NA,NA
Delaware,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,39.3185,-75.5071,314684,3148,NA,NA,10,32316.24911169441,NA,NA,1.0003686237622504,84000010,USA,NA,NA
Diamond Princess,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,38.8974,-77.0268,170482,1402,NA,NA,11,24156.180171704105,NA,NA,0.8223742095939748,84000011,USA,NA,NA
Florida,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,27.7663,-81.6868,7215992,82541,NA,NA,12,33597.54335384589,NA,NA,1.143862132884848,84000012,USA,NA,NA
Georgia,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,33.0406,-83.6431,2929434,40803,NA,NA,13,27590.819354187923,NA,NA,1.3928629216428838,84000013,USA,NA,NA
Grand Princess,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,13.4443,144.7937,58990,406,NA,NA,66,35919.35650829025,NA,NA,0.6882522461434142,316,GUM,NA,NA
Hawaii,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,21.0943,-157.4983,364122,1716,NA,NA,15,25717.15522307101,NA,NA,0.4712706180895414,84000015,USA,NA,NA
Idaho,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,44.2405,-114.4788,502105,5237,NA,NA,16,28096.627710799552,NA,NA,1.0430089323946186,84000016,USA,NA,NA
Illinois,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,40.3495,-88.9861,3834924,40109,NA,NA,17,30263.40097449293,NA,NA,1.0458877411912204,84000017,USA,NA,NA
Indiana,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,39.8494,-86.2583,1948019,25013,NA,NA,18,28935.76397321596,NA,NA,1.284022383765251,84000018,USA,NA,NA
Iowa,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,42.0115,-93.2105,866615,10229,NA,NA,19,27467.377902867447,NA,NA,1.1803395971682926,84000019,USA,NA,NA
Kansas,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,38.5266,-96.7265,893300,9626,NA,NA,20,30662.67487816281,NA,NA,1.0775775215493115,84000020,USA,NA,NA
Kentucky,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,37.6681,-84.6701,1620429,17363,NA,NA,21,36270.08959697811,NA,NA,1.071506372695132,84000021,USA,NA,NA
Louisiana,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,31.1695,-91.8678,1465700,18217,NA,NA,22,31528.60720436311,NA,NA,1.2428873575765846,84000022,USA,NA,NA
Maine,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,44.6939,-69.3819,299501,2712,NA,NA,23,22280.78606648356,NA,NA,0.9055061585771,84000023,USA,NA,NA
Maryland,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,39.0639,-76.8021,1276558,15613,NA,NA,24,21115.20953805031,NA,NA,1.2230544949779014,84000024,USA,NA,NA
Massachusetts,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,42.2302,-71.5301,2099238,22209,NA,NA,25,30456.83113957295,NA,NA,1.0579553152143777,84000025,USA,NA,NA
Michigan,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,43.3266,-84.5361,2907819,39574,NA,NA,26,29116.45776043454,NA,NA,1.3609512834189472,84000026,USA,NA,NA
Minnesota,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,45.6945,-93.9002,1696286,13931,NA,NA,27,30077.95544106424,NA,NA,0.8212648102973201,84000027,USA,NA,NA
Mississippi,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,32.7416,-89.6787,935770,13005,NA,NA,28,31442.31018003467,NA,NA,1.3897645789029356,84000028,USA,NA,NA
Missouri,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,38.4561,-92.2884,1685479,21940,NA,NA,29,27462.3017980822,NA,NA,1.3017071111535652,84000029,USA,NA,NA
Montana,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,46.9219,-110.4544,315421,3577,NA,NA,30,29512.30283557484,NA,NA,1.134039902225914,84000030,USA,NA,NA
Nebraska,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,41.1254,-98.2681,537129,4606,NA,NA,31,27767.099805211725,NA,NA,0.8575221222462388,84000031,USA,NA,NA
Nevada,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,38.3135,-117.0554,857473,11580,NA,NA,32,27838.622459381928,NA,NA,1.3504798401815568,84000032,USA,NA,NA
New Hampshire,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,43.4525,-71.5639,359024,2783,NA,NA,33,26404.434471737008,NA,NA,0.7751570925620571,84000033,USA,NA,NA
New Jersey,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,40.2989,-74.521,2817595,34986,NA,NA,34,31721.850129303697,NA,NA,1.2416972630913954,84000034,USA,NA,NA
New Mexico,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,34.8405,-106.2485,634520,8677,NA,NA,35,30260.932102713192,NA,NA,1.3674903864338397,84000035,USA,NA,NA
New York,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,42.1657,-74.9481,6298039,73434,NA,NA,36,32374.73591595904,NA,NA,1.1659819826457092,84000036,USA,NA,NA
North Carolina,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,35.6301,-79.8064,3255540,27264,NA,NA,37,31040.369241893943,NA,NA,0.8374647523913084,84000037,USA,NA,NA
North Dakota,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,47.5289,-99.784,274701,2232,NA,NA,38,36047.067036540335,NA,NA,0.8125197942490199,84000038,USA,NA,NA
Northern Mariana Islands,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,15.0979,145.6739,13212,41,NA,NA,69,23959.08893079936,NA,NA,0.3103239479261278,580,MNP,NA,NA
Ohio,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,40.3888,-82.7649,3208165,40289,NA,NA,39,27445.782823314028,NA,NA,1.2558269291012152,84000039,USA,NA,NA
Oklahoma,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,35.5653,-96.9289,1214599,17168,NA,NA,40,30695.170624197144,NA,NA,1.413470618698023,84000040,USA,NA,NA
Oregon,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,44.572,-122.0709,913809,8743,NA,NA,41,21665.86015201991,NA,NA,0.9567644879838128,84000041,USA,NA,NA
Pennsylvania,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,40.5908,-77.2098,3330062,47994,NA,NA,42,26012.067343597937,NA,NA,1.4412344274671165,84000042,USA,NA,NA
Puerto Rico,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,18.2208,-66.5901,993189,5294,NA,NA,72,31098.439612561506,NA,NA,0.5330304705348126,630,PRI,NA,NA
Rhode Island,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,41.6809,-71.5118,434653,3725,NA,NA,44,41029.733962265935,NA,NA,0.8570054733316002,84000044,USA,NA,NA
South Carolina,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,33.8569,-80.945,1729333,18660,NA,NA,45,33587.668687753874,NA,NA,1.0790287353563484,84000045,USA,NA,NA
South Dakota,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,44.2998,-99.4388,265890,3078,NA,NA,46,30055.64856063184,NA,NA,1.15762157283087,84000046,USA,NA,NA
Tennessee,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,35.7478,-86.6923,2371639,28196,NA,NA,47,34728.050566583894,NA,NA,1.1888824563940803,84000047,USA,NA,NA
Texas,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,31.0545,-97.5635,8056646,91256,NA,NA,48,27785.484427943404,NA,NA,1.1326797776643034,84000048,USA,NA,NA
Utah,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,40.15,-111.8624,1051263,5076,NA,NA,49,32790.91616296907,NA,NA,0.4828477745340604,84000049,USA,NA,NA
Vermont,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,44.0459,-72.7107,145838,763,NA,NA,50,23371.886363381407,NA,NA,0.5231832581357396,84000050,USA,NA,NA
Virgin Islands,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,18.3358,-64.8963,23445,124,NA,NA,78,21856.471641123168,NA,NA,0.5288974194924291,850,VIR,NA,NA
Virginia,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,37.7693,-78.17,2131947,22233,NA,NA,51,24977.35638571011,NA,NA,1.042849564271532,84000051,USA,NA,NA
Washington,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,47.4009,-121.4905,1843908,14653,NA,NA,53,24214.49651360827,NA,NA,0.7946708837968055,84000053,USA,NA,NA
West Virginia,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,38.4912,-80.9545,610675,7538,NA,NA,54,34075.05076313495,NA,NA,1.234371801694846,84000054,USA,NA,NA
Wisconsin,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,44.2685,-89.6165,1909295,15522,NA,NA,55,32792.04195358848,NA,NA,0.8129702324680053,84000055,USA,NA,NA
Wyoming,US,2022-11-11,2022,11,11,2022-11-12T04:32:22Z,42.756,-107.3025,179366,1917,NA,NA,56,30991.48350176844,NA,NA,1.0687644258109117,84000056,USA,NA,NA
