Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,32.3182,-86.9023,1534287,20558,NA,NA,1,31291.64002581995,NA,NA,1.3399057673042918,84000001,USA,NA,NA
Alaska,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,61.3707,-152.4044,298651,1413,NA,NA,2,40824.69294438483,NA,NA,0.4731274966432391,84000002,USA,NA,NA
American Samoa,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,-14.271,-170.132,8257,34,NA,NA,60,14839.776423860105,NA,NA,0.4117718299624561,16,ASM,NA,NA
Arizona,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,33.7298,-111.4312,2293015,31573,NA,NA,4,31503.010764122304,NA,NA,1.3769207789744071,84000004,USA,NA,NA
Arkansas,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,34.9697,-92.3731,962329,12522,NA,NA,5,31888.386389573345,NA,NA,1.3012181904525375,84000005,USA,NA,NA
California,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,36.1162,-119.6816,11404776,97013,NA,NA,6,28833.32582932628,NA,NA,0.8515374071509726,84000006,USA,NA,NA
Colorado,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,39.0598,-105.3111,1682518,13465,NA,NA,8,29216.79340744219,NA,NA,0.8002886150400769,84000008,USA,NA,NA
Connecticut,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,41.5978,-72.7554,916172,11478,NA,NA,9,25697.00559870776,NA,NA,1.2528215225961938,84000009,USA,NA,NA
Delaware,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,39.3185,-75.5071,314303,3147,NA,NA,10,32277.12258822466,NA,NA,1.0012631123470028,84000010,USA,NA,NA
Diamond Princess,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,38.8974,-77.0268,170041,1397,NA,NA,11,24093.69336690523,NA,NA,0.8215665633582488,84000011,USA,NA,NA
Florida,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,27.7663,-81.6868,7215992,82541,NA,NA,12,33597.54335384589,NA,NA,1.143862132884848,84000012,USA,NA,NA
Georgia,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,33.0406,-83.6431,2924732,40696,NA,NA,13,27546.53365510633,NA,NA,1.391443728861311,84000013,USA,NA,NA
Grand Princess,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-11-08,2022,11,8,2022-11-09T04:32:08Z,13.4443,144.7937,58939,404,NA,NA,66,35888.302309579914,NA,NA,0.6854544529089398,316,GUM,NA,NA
