Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,32.3182,-86.9023,173002,2788,74238,95976,1,3528.3596274666365,NA,NA,NA,84000001,USA,NA,NA,2104607,1.6115420630975363
Alaska,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,61.3707,-152.4044,11032,67,6488,4477,2,1508.0412004729717,NA,NA,NA,84000002,USA,72819.99056790765,NA,532711,0.607324147933285
American Samoa,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,-14.271,-170.132,0,0,NA,NA,60,0,NA,NA,NA,16,ASM,2904.3331356373897,NA,1616,NA
Arizona,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,33.7298,-111.4312,231149,5827,38384,186938,4,3175.6832969326874,NA,NA,NA,84000004,USA,22408.11120970908,NA,2526396,2.520884797251989
Arkansas,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,34.9697,-92.3731,99066,1704,88450,8912,5,3282.7181619482244,NA,NA,NA,84000005,USA,40292.34502969709,NA,1215944,1.7200654109381623
California,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,36.1162,-119.6816,882117,16894,NA,NA,6,2232.600276628323,NA,NA,NA,84000006,USA,42751.48477472401,NA,16892062,1.916794195998413
Colorado,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,39.0598,-105.3111,95946,2243,7127,75999,8,1481.2625548384228,NA,NA,NA,84000008,USA,28965.609814375937,NA,1668053,2.550936672059272
Connecticut,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,41.5978,-72.7554,62830,4542,9651,48637,9,1762.270470792393,NA,NA,NA,84000009,USA,55188.62857323969,NA,1967633,7.229030717809963
Delaware,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,39.3185,-75.5071,23093,688,12018,10387,10,2371.5191771312147,525266,NA,NA,84000010,USA,5.394181752457474e-6,NA,327296,2.9792577837439915
Diamond Princess,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,NA,84088888,USA,NA,NA,NA,0
District of Columbia,US,2020-10-18,2020,10,18,2020-10-19T04:30:24Z,38.8974,-77.0268,16370,641,12801,2928,11,2319.5215296089686,NA,NA,NA,84000011,USA,66143.20388693432,NA,466805,3.915699450213806
