Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,32.3182,-86.9023,761865,12856,NA,NA,1,15538.165498548393,NA,NA,1.687438063173922,84000001,USA,NA,NA,NA,NA
Alaska,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,61.3707,-152.4044,99472,468,NA,NA,2,13597.523050530042,2892976,NA,0.4704841563455043,84000002,USA,395461.1131235946,NA,NA,NA
American Samoa,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,-14.271,-170.132,0,0,NA,NA,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,NA,NA
Arizona,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,33.7298,-111.4312,1058774,19360,NA,NA,4,14546.16246242298,12267278,NA,1.8285299790134628,84000004,USA,168536.26813626633,NA,NA,NA
Arkansas,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,34.9697,-92.3731,480934,7395,NA,NA,5,15936.555190463,3783946,NA,1.5376330224105594,84000005,USA,125387.40090476388,NA,NA,NA
California,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,36.1162,-119.6816,4633857,67485,NA,NA,6,11732.283450617291,87498916,NA,1.4542184263558835,84000006,USA,221447.7175834931,NA,NA,NA
Colorado,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,39.0598,-105.3111,658298,7699,NA,NA,8,11228.245226035711,10648309,NA,1.1365516814747798,84000008,USA,184907.05251985847,NA,NA,NA
Connecticut,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,41.5978,-72.7554,382798,8447,NA,NA,9,10736.80744355223,9742528,NA,2.206646847684679,84000009,USA,273260.6940198643,NA,NA,NA
Delaware,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,39.3185,-75.5071,126604,1913,NA,NA,10,13001.50755213789,2162144,NA,1.5110107105620676,84000010,USA,2.22039837167938e-5,NA,NA,NA
Diamond Princess,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
District of Columbia,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,38.8974,-77.0268,58649,1167,NA,NA,11,8310.17826451047,1943656,NA,1.989803747719484,84000011,USA,275403.2949391356,NA,NA,NA
Florida,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,27.7663,-81.6868,3473873,50811,NA,NA,12,16174.297133818149,38902789,NA,1.4626614156591218,84000012,USA,181130.76345054407,NA,NA,NA
Georgia,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,33.0406,-83.6431,1519522,24460,NA,NA,13,14311.589544845296,11070653,NA,1.6097167398695116,84000013,USA,104268.738280466,NA,NA,NA
Grand Princess,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA,NA,NA
Guam,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,13.4443,144.7937,13145,174,NA,NA,66,8004.067491125197,213250,NA,1.3236972232788131,316,GUM,129849.17401920487,NA,NA,NA
Hawaii,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,21.0943,-157.4983,73856,679,NA,NA,15,5216.290738145821,2252032,NA,0.9193565857885616,84000015,USA,159056.18586990915,NA,NA,NA
Idaho,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,44.2405,-114.4788,239533,2600,NA,NA,16,13403.709434183984,920324,NA,1.0854454292310454,84000016,USA,51499.190012674415,NA,NA,NA
Illinois,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,40.3495,-88.9861,1586744,27102,NA,NA,17,12521.807244594129,30193211,NA,1.6968742850912657,84000017,USA,238270.4979813083,NA,NA,NA
Indiana,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,39.8494,-86.2583,922853,15046,NA,NA,18,13708.006230932178,13012963,NA,1.6303788360659823,84000018,USA,1.93293815902305e-5,NA,NA,NA
Iowa,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,42.0115,-93.2105,429078,6401,NA,NA,19,13599.63487339425,1600621,NA,1.491803355100937,84000019,USA,50731.711182319246,NA,NA,NA
Kansas,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,38.5266,-96.7265,394633,5805,NA,NA,20,13545.845041076933,1691100,NA,1.4709869676382867,84000020,USA,58047.2959660373,NA,NA,NA
Kentucky,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,37.6681,-84.6701,644563,8206,NA,NA,21,14427.26448421807,6574682,NA,1.2731106191326529,84000021,USA,147161.21793157194,NA,NA,NA
Louisiana,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,31.1695,-91.8678,723458,13366,NA,NA,22,15562.272709868408,8836446,NA,1.8475156816290648,84000022,USA,190080.3950443921,NA,NA,NA
Maine,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,44.6939,-69.3819,82607,979,NA,NA,23,6145.384805372962,2594116,NA,1.1851295895021003,84000023,USA,192984.1423823028,NA,NA,NA
Maryland,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,39.0639,-76.8021,515259,10238,NA,NA,24,8522.763361606965,12499136,NA,1.9869618968324667,84000024,USA,2.06744915377592e-5,NA,NA,NA
Massachusetts,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,42.2302,-71.5301,788775,14959,NA,NA,25,11443.955845938695,27451761,NA,2.335647047637159,84000025,USA,3.982843533038723e-5,NA,NA,NA
Michigan,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,43.3266,-84.5361,1102957,21920,NA,NA,26,11044.085241232551,15708853,NA,1.9873848209857683,84000026,USA,1.5729526316437693e-5,NA,NA,NA
Minnesota,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,45.6945,-93.9002,678978,8063,NA,NA,27,12039.402570947892,10743629,NA,1.1875200669241124,84000027,USA,190502.30582420985,NA,NA,NA
Mississippi,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,32.7416,-89.6787,471092,9165,NA,NA,28,15828.911791714729,2384948,NA,1.945479863805796,84000028,USA,80135.36956651029,NA,NA,NA
Missouri,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,38.4561,-92.2884,800584,11515,NA,NA,29,13044.291517554258,6805565,NA,1.4383250227334046,84000029,USA,110886.2702747796,NA,NA,NA
Montana,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,46.9219,-110.4544,138493,1865,NA,NA,30,12958.069870450176,1740325,NA,1.3466384582614284,84000030,USA,162833.16086221836,NA,NA,NA
Nebraska,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,41.1254,-98.2681,256906,2368,NA,NA,31,13280.859053519216,3541597,NA,0.9217379119210918,84000031,USA,183084.2821162857,NA,NA,NA
Nevada,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,38.3135,-117.0554,408733,6821,NA,NA,32,13269.879837254995,4212200,NA,1.6688155837673984,84000032,USA,136752.81381852087,NA,NA,NA
New Hampshire,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,43.4525,-71.5639,113903,1452,NA,NA,33,8377.000700884231,2368130,NA,1.274768882294584,84000033,USA,174164.2157782058,NA,NA,NA
New Jersey,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,40.2989,-74.521,1126322,27148,NA,NA,34,12680.678976693813,15353533,NA,2.410323158031185,84000034,USA,172857.5159954921,NA,NA,NA
New Mexico,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,34.8405,-106.2485,243962,4662,NA,NA,35,11634.806653284557,4352315,NA,1.910953345193104,84000035,USA,207566.5206843285,NA,NA,NA
New York,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,42.1657,-74.9481,2356680,54809,NA,NA,36,12114.388722969536,67720448,NA,2.325686983383404,84000036,USA,348113.3762605212,NA,NA,NA
North Carolina,US,2021-09-16,2021,9,16,2021-09-17T04:31:58Z,35.6301,-79.8064,1322587,15520,NA,NA,37,12610.37764380987,16852795,NA,1.1734577763126357,84000037,USA,1.6068516423018734e-5,NA,NA,NA
