Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,32.3182,-86.9023,48149,1058,22082,25009,1,981.9943567293504,NA,3006,NA,84000001,USA,NA,6.400919892679188,694433,2.19734573926769
Alaska,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,61.3707,-152.4044,1243,17,563,663,2,169.91435933537923,NA,NA,NA,84000002,USA,18235.51524513188,NA,133401,1.3676588897827835
American Samoa,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,-14.271,-170.132,0,0,NA,NA,60,0,NA,NA,NA,16,ASM,1466.5444546287808,NA,816,NA
Arizona,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,33.7298,-111.4312,108614,1963,12803,93848,4,1492.2135315880532,NA,5387,NA,84000004,USA,8807.458787036232,4.959765776050969,924637,1.8073176570239564
Arkansas,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,34.9697,-92.3731,25246,305,18725,6216,5,836.5685776809893,NA,1655,NA,84000005,USA,11706.260578884514,6.555493939634001,353272,1.2081121761863265
California,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,36.1162,-119.6816,303366,6629,NA,NA,6,767.6055077943855,NA,NA,NA,84000006,USA,12644.631510608757,NA,4996175,2.178715322883765
Colorado,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,39.0598,-105.3111,40293,1766,4669,28743,8,609.7865920577016,NA,5741,NA,84000008,USA,6339.464076839085,16.356591355879086,365073,4.852488893951475
Connecticut,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,41.5978,-72.7554,47108,4343,8210,34555,9,1321.2961537177791,NA,10411,NA,84000009,USA,15074.354462908595,22.10028020718349,537444,9.219240893266536
Delaware,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,39.3185,-75.5071,12462,574,6893,4995,10,1279.7762086090677,185398,NA,NA,84000010,USA,1.9039315480958424e-6,NA,129034,4.606002246830364
Diamond Princess,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,NA,84088888,USA,NA,NA,NA,0
District of Columbia,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,38.8974,-77.0268,10642,564,1625,8453,11,1507.9015343982066,NA,NA,NA,84000011,USA,16194.000983352438,NA,114289,5.299755685021612
Florida,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,27.7663,-81.6868,223783,3889,NA,NA,12,1041.9300692619524,NA,17068,NA,84000012,USA,17659.15096176101,7.62703154395106,3792786,1.7378442509037773
Georgia,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,33.0406,-83.6431,103890,2922,NA,NA,13,978.4860224557316,NA,12500,NA,84000013,USA,9422.333460765383,12.031956877466552,1000409,2.812590239676581
Grand Princess,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,NA,84099999,USA,NA,NA,NA,2.912621359223301
Guam,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,13.4443,144.7937,307,5,202,100,66,186.9340981190898,NA,NA,NA,316,GUM,9827.740533036187,NA,16140,1.6286644951140066
Hawaii,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,21.0943,-157.4983,1094,19,797,278,15,77.2668715816119,NA,119,NA,84000015,USA,6151.403516702075,10.877513711151735,87096,1.736745886654479
Idaho,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,44.2405,-114.4788,8969,98,2932,5939,16,501.8843746590079,NA,396,NA,84000016,USA,6229.823761306948,4.415207938454677,111331,1.0926524696175717
Illinois,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,40.3495,-88.9861,150554,7309,NA,NA,17,1188.100747319584,NA,NA,NA,84000017,USA,14549.589991840952,NA,1843698,4.85473650650265
Indiana,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,39.8494,-86.2583,49063,2652,37462,8949,18,728.7790251624316,691531,7365,NA,84000018,USA,1.0271962335152792e-6,15.011311986629437,535857,5.405295232660049
Iowa,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,42.0115,-93.2105,32624,736,25974,5914,19,1034.018262669291,NA,NA,NA,84000019,USA,10977.601130878238,NA,346351,2.2560078469838154
Kansas,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,38.5266,-96.7265,17332,289,879,16164,20,594.9238564741047,NA,1269,NA,84000020,USA,7156.180212637567,7.321717055158089,208482,1.6674359566120471
Kentucky,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,37.6681,-84.6701,17919,608,4912,12399,21,401.081278777565,NA,2737,NA,84000021,USA,10115.355353894522,15.27428985992522,451921,3.393046486969139
Louisiana,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,31.1695,-91.8678,70151,3339,46334,20478,22,1509.015026262725,NA,NA,NA,84000022,USA,18622.82992105049,NA,865737,4.759732576869895
Maine,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,44.6939,-69.3819,3460,110,2856,494,23,257.39987442457,NA,363,NA,84000023,USA,8401.799716116207,10.491329479768789,112938,3.179190751445087
Maryland,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,39.0639,-76.8021,70861,3275,5085,62501,24,1172.0931309629354,740594,11184,NA,84000024,USA,1.2249970226674257e-6,15.783011811857016,603108,4.621724220657344
Massachusetts,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,42.2302,-71.5301,110602,8243,94347,8012,25,1604.671046207742,1207451,11517,NA,84000025,USA,1.7518323894817311e-6,10.413012422921827,915995,7.452848953906801
Michigan,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,43.3266,-84.5361,74551,6262,52841,15448,26,746.491113270171,1218053,NA,NA,84000026,USA,1.2196559938727468e-6,NA,1200003,8.399619052729005
Minnesota,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,45.6945,-93.9002,39589,1523,34902,3164,27,701.9784269611918,NA,4272,NA,84000027,USA,12287.503865500445,10.79087625350476,692970,3.847028214908181
Mississippi,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,32.7416,-89.6787,32888,1188,22167,9533,28,1105.0522000074593,NA,3365,NA,84000028,USA,10574.974572845647,10.231695451228411,314727,3.612259790805157
Missouri,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,38.4561,-92.2884,26402,1080,NA,NA,29,430.1801992626227,NA,NA,NA,84000029,USA,7207.253592221367,NA,442340,4.090599197030528
Montana,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,46.9219,-110.4544,1371,23,759,589,30,128.27734103808274,106421,117,NA,84000030,USA,9957.259599280676,8.533916849015318,106421,1.6776075857038657
Nebraska,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,41.1254,-98.2681,20425,282,14927,5216,31,1055.87859438133,NA,1398,NA,84000031,USA,10083.084850765712,6.844553243574051,195048,1.3806609547123625
Nevada,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,38.3135,-117.0554,24301,553,754,22994,32,788.9535465086833,NA,NA,NA,84000032,USA,10507.682078440184,NA,323653,2.2756265174272663
New Hampshire,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,43.4525,-71.5639,5952,386,4758,808,33,437.7400785902298,NA,577,NA,84000033,USA,12527.956308362584,9.694220430107526,170344,6.485215053763441
New Jersey,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,40.2989,-74.521,175288,15332,30844,129112,34,1973.477261801425,NA,20426,NA,84000034,USA,17764.177528289758,11.73644987617718,1577848,8.746748208662316
New Mexico,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,34.8405,-106.2485,14017,527,5986,7504,35,668.4856037378346,NA,2056,NA,84000035,USA,18372.59976850759,14.667903260326746,385242,3.759720339587644
New York,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,42.1657,-74.9481,398929,32089,71185,295655,36,2050.673395991613,4402452,89995,NA,84000036,USA,22630.571338584232,22.559152129827613,4402452,8.043787240336
North Carolina,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,35.6301,-79.8064,77687,1462,55318,20907,37,740.716798225491,NA,NA,NA,84000037,USA,NA,NA,1096682,1.8819107443973893
North Dakota,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,47.5289,-99.784,4072,85,3447,439,38,521.0862108332393,NA,252,NA,84000038,USA,15200.73169899562,6.346008562075044,115839,2.140518761017376
Northern Mariana Islands,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,15.0979,145.6739,31,2,19,10,69,56.21645147250834,NA,NA,NA,580,MNP,19521.61613230814,NA,10765,6.451612903225806
Ohio,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,40.3888,-82.7649,60181,2709,42111,15361,39,514.8471653078509,1026981,8489,NA,84000039,USA,8.785800446569881e-7,14.105780894302187,915252,4.501420714178893
Oklahoma,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,35.5653,-96.9289,17894,407,13538,3949,40,452.2145853482373,NA,1804,NA,84000040,USA,9977.909870959378,10.081591594948028,394823,2.274505420811445
Oregon,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,44.572,-122.0709,10817,224,2877,7716,41,256.4645448495248,NA,1155,NA,84000041,USA,6550.123917162213,10.67763705278728,276267,2.0708144587223813
Pennsylvania,US,2020-07-08,2020,7,8,2020-07-09T04:34:36Z,40.5908,-77.2098,96143,6817,70953,18373,42,751.0004890646289,NA,NA,NA,84000042,USA,6768.682585182662,NA,1066111,7.09047980612213
