Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,32.3182,-86.9023,252900,3638,161946,87316,1,5157.871873078418,NA,NA,1.438513246342428,84000001,USA,NA,NA,NA,NA
Alaska,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,61.3707,-152.4044,33139,123,7165,25851,2,4530.001572015392,1018628,NA,0.3711638854521862,84000002,USA,139243.3821569418,NA,NA,NA
American Samoa,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,-14.271,-170.132,0,0,NA,NA,60,0,1988,NA,NA,16,ASM,3572.904872306393,NA,NA,NA
Arizona,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,33.7298,-111.4312,337139,6687,53026,277426,4,4631.846519104946,3860609,NA,1.9834548954585496,84000004,USA,31213.11077213196,NA,NA,NA
Arkansas,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,34.9697,-92.3731,159309,2512,140682,16115,5,5278.971066378068,1691453,NA,1.576809847529016,84000005,USA,56049.133740958656,NA,NA,NA
California,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,36.1162,-119.6816,1282739,19353,NA,NA,6,3246.101845497278,24161313,NA,1.508724028482614,84000006,USA,61148.95889304938,NA,NA,NA
Colorado,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,39.0598,-105.3111,276655,4338,12779,221422,8,4120.869579713326,3255541,NA,1.3101007121486663,84000008,USA,56532.21470822764,NA,NA,NA
Connecticut,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,41.5978,-72.7554,118754,5040,9800,103914,9,3330.8398454317985,3286210,NA,4.244067568250332,84000009,USA,92172.38331724767,NA,NA,NA
Delaware,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,39.3185,-75.5071,36343,826,17713,17804,10,3732.218484150164,769259,NA,2.272789808216163,84000010,USA,7.899850477117659e-6,NA,NA,NA
Diamond Princess,US,2020-12-01,2020,12,1,2020-12-02T05:30:41Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
