Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,32.3182,-86.9023,269877,3889,168387,97601,1,5504.116202019708,NA,NA,1.4410268381521951,84000001,USA,NA,NA,NA,NA
Alaska,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,61.3707,-152.4044,37062,143,7165,29754,2,5066.263866200986,1077776,NA,0.3858399438778263,84000002,USA,147328.7357578823,NA,NA,NA
American Samoa,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,-14.271,-170.132,0,0,NA,NA,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA,NA,NA
Arizona,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,33.7298,-111.4312,364276,6950,56382,300944,4,5004.6732136996125,4061215,NA,1.90789401442862,84000004,USA,32567.53903194753,NA,NA,NA
Arkansas,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,34.9697,-92.3731,170924,2660,149490,18774,5,5663.8535835992,1763150,NA,1.5562472209871054,84000005,USA,58424.93415742043,NA,NA,NA
California,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,36.1162,-119.6816,1410529,20025,NA,NA,6,3569.087975637311,25195046,NA,1.4187087743382976,84000006,USA,63765.194886655714,NA,NA,NA
Colorado,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,39.0598,-105.3111,296410,4610,13941,243284,8,4524.968673681169,3478160,NA,1.2878912890809384,84000008,USA,60397.97622255995,NA,NA,NA
Connecticut,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,41.5978,-72.7554,127715,5146,9800,112769,9,3582.1800601185823,3422098,NA,4.029283952550601,84000009,USA,95983.80158455687,NA,NA,NA
Delaware,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,39.3185,-75.5071,39912,849,18851,20212,10,4098.734395603042,810186,NA,2.1271797955502105,84000010,USA,8.320147386841165e-6,NA,NA,NA
Diamond Princess,US,2020-12-06,2020,12,6,2020-12-07T05:30:36Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
