Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,32.3182,-86.9023,1534287,20558,NA,NA,1,31291.64002581995,NA,NA,1.3399057673042918,84000001,USA,NA,NA
Alaska,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,61.3707,-152.4044,300177,1413,NA,NA,2,41033.292552064464,NA,NA,0.4707222738584235,84000002,USA,NA,NA
American Samoa,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,-14.271,-170.132,8257,34,NA,NA,60,14839.776423860105,NA,NA,0.4117718299624561,16,ASM,NA,NA
Arizona,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,33.7298,-111.4312,2287886,31548,NA,NA,4,31432.54504880462,NA,NA,1.3789148585200486,84000004,USA,NA,NA
Arkansas,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,34.9697,-92.3731,959579,12488,NA,NA,5,31797.26052454036,NA,NA,1.3014040532358462,84000005,USA,NA,NA
California,US,2022-10-29,2022,10,29,2022-10-30T07:32:01Z,36.1162,-119.6816,11365629,96892,NA,NA,6,28760.667300344,NA,NA,0.8526238916844179,84000006,USA,NA,NA
Colorado,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,39.0598,-105.3111,1672312,13415,NA,NA,8,29039.5670160952,NA,NA,0.8021828462631375,84000008,USA,NA,NA
Connecticut,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,41.5978,-72.7554,912720,11463,NA,NA,9,25600.18309886413,NA,NA,1.255916381803839,84000009,USA,NA,NA
Delaware,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,39.3185,-75.5071,312990,3147,NA,NA,10,32142.28498897064,NA,NA,1.0054634333365284,84000010,USA,NA,NA
Diamond Princess,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,38.8974,-77.0268,169709,1397,NA,NA,11,24046.651146512428,NA,NA,0.8231737857155483,84000011,USA,NA,NA
Florida,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,27.7663,-81.6868,7192835,82176,NA,NA,12,33489.72473217267,NA,NA,1.1424702499084158,84000012,USA,NA,NA
Georgia,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,33.0406,-83.6431,2920663,40626,NA,NA,13,27508.209854688845,NA,NA,1.3909855399270643,84000013,USA,NA,NA
Grand Princess,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,13.4443,144.7937,58807,401,NA,NA,66,35807.92673644728,NA,NA,0.6818916115428435,316,GUM,NA,NA
Hawaii,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,21.0943,-157.4983,361817,1704,NA,NA,15,25554.35802106405,NA,NA,0.4709563121688588,84000015,USA,NA,NA
Idaho,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,44.2405,-114.4788,499849,5216,NA,NA,16,27970.387199122582,NA,NA,1.043515141572755,84000016,USA,NA,NA
Illinois,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,40.3495,-88.9861,3809678,39982,NA,NA,17,30064.17151883696,NA,NA,1.0494850220937308,84000017,USA,NA,NA
Indiana,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,39.8494,-86.2583,1937565,24900,NA,NA,18,28780.48084888504,NA,NA,1.2851181766805242,84000018,USA,NA,NA
Iowa,US,2022-10-29,2022,10,29,2022-10-30T04:33:16Z,42.0115,-93.2105,862925,10177,NA,NA,19,27350.423286963523,NA,NA,1.1793608946316307,84000019,USA,NA,NA
