Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,32.3182,-86.9023,1528739,20505,NA,NA,1,31178.489084136127,NA,NA,1.3413015563807815,84000001,USA,NA,NA
Alaska,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,61.3707,-152.4044,299434,1393,NA,NA,2,40931.72668803696,NA,NA,0.4652110314793911,84000002,USA,NA,NA
American Samoa,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,-14.271,-170.132,8251,34,NA,NA,60,14828.99300875254,NA,NA,0.4120712640892013,16,ASM,NA,NA
Arizona,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,33.7298,-111.4312,2277635,31455,NA,NA,4,31291.70978896418,NA,NA,1.3810377870027464,84000004,USA,NA,NA
Arkansas,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,34.9697,-92.3731,955518,12359,NA,NA,5,31662.692474395288,NA,NA,1.2934345559162674,84000005,USA,NA,NA
California,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,36.1162,-119.6816,11321452,96437,NA,NA,6,28651.49601934571,NA,NA,0.8518535236289382,84000006,USA,NA,NA
Colorado,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,39.0598,-105.3111,1663241,13365,NA,NA,8,28882.049810930737,NA,NA,0.8035516199997474,84000008,USA,NA,NA
Connecticut,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,41.5978,-72.7554,904993,11403,NA,NA,9,25383.45440353049,NA,NA,1.2600097459317363,84000009,USA,NA,NA
Delaware,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,39.3185,-75.5071,310993,3136,NA,NA,10,31937.20449718823,NA,NA,1.0083828253369047,84000010,USA,NA,NA
Diamond Princess,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,38.8974,-77.0268,169116,1392,NA,NA,11,23962.62693960601,NA,NA,0.8231036684879018,84000011,USA,NA,NA
Florida,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,27.7663,-81.6868,7172780,81910,NA,NA,12,33396.34897289226,NA,NA,1.1419561174328503,84000012,USA,NA,NA
Georgia,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,33.0406,-83.6431,2913382,40448,NA,NA,13,27439.633892329617,NA,NA,1.388352093889507,84000013,USA,NA,NA
Grand Princess,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,13.4443,144.7937,58695,401,NA,NA,66,35739.72928045595,NA,NA,0.683192776216032,316,GUM,NA,NA
Hawaii,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,21.0943,-157.4983,358279,1699,NA,NA,15,25304.476675857703,NA,NA,0.4742114385716159,84000015,USA,NA,NA
Idaho,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,44.2405,-114.4788,498082,5198,NA,NA,16,27871.50998984368,NA,NA,1.0436032621134672,84000016,USA,NA,NA
Illinois,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,40.3495,-88.9861,3784083,39843,NA,NA,17,29862.18792074162,NA,NA,1.0529103087855105,84000017,USA,NA,NA
Indiana,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,39.8494,-86.2583,1930022,24816,NA,NA,18,28668.437553799125,NA,NA,1.2857884521523588,84000018,USA,NA,NA
Iowa,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,42.0115,-93.2105,859632,10125,NA,NA,19,27246.05159315008,NA,NA,1.1778295828912837,84000019,USA,NA,NA
Kansas,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,38.5266,-96.7265,883482,9590,NA,NA,20,30325.67035341882,NA,NA,1.0854776894152909,84000020,USA,NA,NA
Kentucky,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,37.6681,-84.6701,1599943,17162,NA,NA,21,35811.55111396917,NA,NA,1.0726632136269854,84000021,USA,NA,NA
Louisiana,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,31.1695,-91.8678,1459308,18136,NA,NA,22,31391.10917799326,NA,NA,1.2427808248841232,84000022,USA,NA,NA
Maine,US,2022-10-14,2022,10,14,2022-10-15T04:31:39Z,44.6939,-69.3819,293532,2624,NA,NA,23,21836.73408658753,NA,NA,0.8939400133545916,84000023,USA,NA,NA
