Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,32.3182,-86.9023,1522135,20422,NA,NA,1,31043.801121108016,NA,NA,1.3416681174797245,84000001,USA,NA,NA
Alaska,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,61.3707,-152.4044,298178,1364,NA,NA,2,40760.03526782358,NA,NA,0.4574448819161709,84000002,USA,NA,NA
American Samoa,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,-14.271,-170.132,8247,34,NA,NA,60,14821.804065347496,NA,NA,0.4122711288953559,16,ASM,NA,NA
Arizona,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,33.7298,-111.4312,2271560,31370,NA,NA,4,31208.247277645223,NA,NA,1.380989276092201,84000004,USA,NA,NA
Arkansas,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,34.9697,-92.3731,952004,12181,NA,NA,5,31546.25018722223,NA,NA,1.279511430624241,84000005,USA,NA,NA
California,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,36.1162,-119.6816,11270113,95965,NA,NA,6,28514.27265937429,NA,NA,0.8517636562437565,84000006,USA,NA,NA
Colorado,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,39.0598,-105.3111,1654798,13316,NA,NA,8,28735.437776623203,NA,NA,0.8046903609987442,84000008,USA,NA,NA
Connecticut,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,41.5978,-72.7554,898073,11365,NA,NA,9,25189.360632117416,NA,NA,1.2654873267540612,84000009,USA,NA,NA
Delaware,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,39.3185,-75.5071,308713,3111,NA,NA,10,31703.06152209365,NA,NA,1.0077321006889894,84000010,USA,NA,NA
Diamond Princess,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,38.8974,-77.0268,168514,1392,NA,NA,11,23877.327491785323,NA,NA,0.8260441268974684,84000011,USA,NA,NA
Florida,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,27.7663,-81.6868,7150188,81416,NA,NA,12,33291.16098218355,NA,NA,1.138655375215309,84000012,USA,NA,NA
Georgia,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,33.0406,-83.6431,2905400,40281,NA,NA,13,27364.455574577747,NA,NA,1.3864183933365457,84000013,USA,NA,NA
Grand Princess,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-10-02,2022,10,2,2022-10-03T04:31:37Z,13.4443,144.7937,58577,401,NA,NA,66,35667.87838932223,NA,NA,0.6845690287996995,316,GUM,NA,NA
