Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,32.3182,-86.9023,1528739,20505,NA,NA,1,31178.489084136127,NA,NA,1.3413015563807815,84000001,USA,NA,NA
Alaska,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,61.3707,-152.4044,299434,1393,NA,NA,2,40931.72668803696,NA,NA,0.4652110314793911,84000002,USA,NA,NA
American Samoa,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,-14.271,-170.132,8251,34,NA,NA,60,14828.99300875254,NA,NA,0.4120712640892013,16,ASM,NA,NA
Arizona,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,33.7298,-111.4312,2277635,31455,NA,NA,4,31291.70978896418,NA,NA,1.3810377870027464,84000004,USA,NA,NA
Arkansas,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,34.9697,-92.3731,956424,12386,NA,NA,5,31692.714304838883,NA,NA,1.2950323287579568,84000005,USA,NA,NA
California,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,36.1162,-119.6816,11333838,96458,NA,NA,6,28655.46947333234,NA,NA,0.8519208758769001,84000006,USA,NA,NA
Colorado,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,39.0598,-105.3111,1665451,13373,NA,NA,8,28920.426287990977,NA,NA,0.8029656831693037,84000008,USA,NA,NA
Connecticut,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,41.5978,-72.7554,907038,11420,NA,NA,9,25440.81303973565,NA,NA,1.2590431712894057,84000009,USA,NA,NA
Delaware,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,39.3185,-75.5071,311538,3136,NA,NA,10,31993.17288377882,NA,NA,1.0066187752376916,84000010,USA,NA,NA
Diamond Princess,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,38.8974,-77.0268,169149,1392,NA,NA,11,23967.302822958303,NA,NA,0.8229430856818545,84000011,USA,NA,NA
Florida,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,27.7663,-81.6868,7172780,82025,NA,NA,12,33396.34897289226,NA,NA,1.1435594009575087,84000012,USA,NA,NA
Georgia,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,33.0406,-83.6431,2913382,40448,NA,NA,13,27439.633892329617,NA,NA,1.388352093889507,84000013,USA,NA,NA
Grand Princess,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,13.4443,144.7937,58703,401,NA,NA,66,35744.60052731248,NA,NA,0.6830996712263427,316,GUM,NA,NA
Hawaii,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,21.0943,-157.4983,358279,1699,NA,NA,15,25304.476675857703,NA,NA,0.4742114385716159,84000015,USA,NA,NA
Idaho,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,44.2405,-114.4788,498082,5198,NA,NA,16,27871.50998984368,NA,NA,1.0436032621134672,84000016,USA,NA,NA
Illinois,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,40.3495,-88.9861,3789532,39867,NA,NA,17,29905.18884381337,NA,NA,1.0520296437660377,84000017,USA,NA,NA
Indiana,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,39.8494,-86.2583,1930022,24816,NA,NA,18,28668.437553799125,NA,NA,1.2857884521523588,84000018,USA,NA,NA
Iowa,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,42.0115,-93.2105,860166,10125,NA,NA,19,27262.976732687388,NA,NA,1.1770983740347791,84000019,USA,NA,NA
Kansas,US,2022-10-18,2022,10,18,2022-10-19T04:32:09Z,38.5266,-96.7265,883495,9590,NA,NA,20,30326.116580636342,NA,NA,1.0854617173837997,84000020,USA,NA,NA
