Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,32.3182,-86.9023,1528739,20505,NA,NA,1,31178.489084136127,NA,NA,1.3413015563807815,84000001,USA,NA,NA
Alaska,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,61.3707,-152.4044,299434,1393,NA,NA,2,40931.72668803696,NA,NA,0.4652110314793911,84000002,USA,NA,NA
American Samoa,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,-14.271,-170.132,8251,34,NA,NA,60,14828.99300875254,NA,NA,0.4120712640892013,16,ASM,NA,NA
Arizona,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,33.7298,-111.4312,2277635,31455,NA,NA,4,31291.70978896418,NA,NA,1.3810377870027464,84000004,USA,NA,NA
Arkansas,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,34.9697,-92.3731,956033,12372,NA,NA,5,31679.7578636651,NA,NA,1.2940975886815622,84000005,USA,NA,NA
California,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,36.1162,-119.6816,11323135,96458,NA,NA,6,28655.46947333234,NA,NA,0.8519208758769001,84000006,USA,NA,NA
Colorado,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,39.0598,-105.3111,1664672,13370,NA,NA,8,28906.89901395028,NA,NA,0.8031612233521078,84000008,USA,NA,NA
Connecticut,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,41.5978,-72.7554,906027,11410,NA,NA,9,25412.456276311,NA,NA,1.2593443683245642,84000009,USA,NA,NA
Delaware,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,39.3185,-75.5071,311457,3136,NA,NA,10,31984.85464650572,NA,NA,1.006880564572317,84000010,USA,NA,NA
Diamond Princess,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,38.8974,-77.0268,169149,1392,NA,NA,11,23967.302822958303,NA,NA,0.8229430856818545,84000011,USA,NA,NA
Florida,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,27.7663,-81.6868,7172780,82021,NA,NA,12,33396.34897289226,NA,NA,1.1435036345740424,84000012,USA,NA,NA
Georgia,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,33.0406,-83.6431,2913382,40448,NA,NA,13,27439.633892329617,NA,NA,1.388352093889507,84000013,USA,NA,NA
Grand Princess,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,13.4443,144.7937,58703,401,NA,NA,66,35744.60052731248,NA,NA,0.6830996712263427,316,GUM,NA,NA
Hawaii,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,21.0943,-157.4983,358279,1699,NA,NA,15,25304.476675857703,NA,NA,0.4742114385716159,84000015,USA,NA,NA
Idaho,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,44.2405,-114.4788,498082,5198,NA,NA,16,27871.50998984368,NA,NA,1.0436032621134672,84000016,USA,NA,NA
Illinois,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,40.3495,-88.9861,3788199,39856,NA,NA,17,29894.669440169648,NA,NA,1.0521094588747846,84000017,USA,NA,NA
Indiana,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,39.8494,-86.2583,1930022,24816,NA,NA,18,28668.437553799125,NA,NA,1.2857884521523588,84000018,USA,NA,NA
Iowa,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,42.0115,-93.2105,860166,10125,NA,NA,19,27262.976732687388,NA,NA,1.1770983740347791,84000019,USA,NA,NA
Kansas,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,38.5266,-96.7265,883495,9590,NA,NA,20,30326.116580636342,NA,NA,1.0854617173837997,84000020,USA,NA,NA
Kentucky,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,37.6681,-84.6701,1601818,17191,NA,NA,21,35853.51927054644,NA,NA,1.0732180559838882,84000021,USA,NA,NA
Louisiana,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,31.1695,-91.8678,1459308,18136,NA,NA,22,31391.10917799326,NA,NA,1.2427808248841232,84000022,USA,NA,NA
Maine,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,44.6939,-69.3819,293842,2625,NA,NA,23,21859.795925047536,NA,NA,0.893337235657258,84000023,USA,NA,NA
Maryland,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,39.0639,-76.8021,1259596,15478,NA,NA,24,20834.64556509772,NA,NA,1.2288066967503866,84000024,USA,NA,NA
Massachusetts,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,42.2302,-71.5301,2069848,21841,NA,NA,25,30030.42581192928,NA,NA,1.0551982561038298,84000025,USA,NA,NA
Michigan,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,43.3266,-84.5361,2861595,38919,NA,NA,26,28653.609438885527,NA,NA,1.3600457087743023,84000026,USA,NA,NA
Minnesota,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,45.6945,-93.9002,1676151,13738,NA,NA,27,29720.92859959657,NA,NA,0.8196158937947715,84000027,USA,NA,NA
Mississippi,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,32.7416,-89.6787,930438,12945,NA,NA,28,31263.152483293008,NA,NA,1.3912802357599323,84000028,USA,NA,NA
Missouri,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,38.4561,-92.2884,1667963,21802,NA,NA,29,27176.905374694416,NA,NA,1.3071033350260168,84000029,USA,NA,NA
Montana,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,46.9219,-110.4544,312863,3566,NA,NA,30,29272.964076730623,NA,NA,1.1397960129513558,84000030,USA,NA,NA
Nebraska,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,41.1254,-98.2681,539389,4552,NA,NA,31,27883.931414675702,NA,NA,0.8439178403712349,84000031,USA,NA,NA
Nevada,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,38.3135,-117.0554,849745,11531,NA,NA,32,27587.72607621173,NA,NA,1.356995333894286,84000032,USA,NA,NA
New Hampshire,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,43.4525,-71.5639,354332,2719,NA,NA,33,26059.36114365479,NA,NA,0.7673594256234266,84000033,USA,NA,NA
New Jersey,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,40.2989,-74.521,2772017,34824,NA,NA,34,31208.71091476313,NA,NA,1.2562693518834842,84000034,USA,NA,NA
New Mexico,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,34.8405,-106.2485,622913,8601,NA,NA,35,29707.38195627779,NA,NA,1.380770669419325,84000035,USA,NA,NA
New York,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,42.1657,-74.9481,6192957,72223,NA,NA,36,31834.56746042537,NA,NA,1.166211875845416,84000036,USA,NA,NA
North Carolina,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,35.6301,-79.8064,3220858,26885,NA,NA,37,30709.68920538776,NA,NA,0.8347154702256355,84000037,USA,NA,NA
North Dakota,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,47.5289,-99.784,271543,2387,NA,NA,38,35572.564961905984,NA,NA,0.8805356253573602,84000038,USA,NA,NA
Northern Mariana Islands,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,15.0979,145.6739,13171,40,NA,NA,69,23884.738140142177,NA,NA,0.3036975172727963,580,MNP,NA,NA
Ohio,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,40.3888,-82.7649,3162278,40174,NA,NA,39,27053.2205216826,NA,NA,1.2660809707432428,84000039,USA,NA,NA
Oklahoma,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,35.5653,-96.9289,1204546,16999,NA,NA,40,30441.11265915267,NA,NA,1.411237096798296,84000040,USA,NA,NA
Oregon,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,44.572,-122.0709,902319,8622,NA,NA,41,21393.439183144896,NA,NA,0.9555378973511583,84000041,USA,NA,NA
Pennsylvania,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,40.5908,-77.2098,3280746,47442,NA,NA,42,25626.84595339052,NA,NA,1.4460735454680125,84000042,USA,NA,NA
Puerto Rico,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,18.2208,-66.5901,969341,5212,NA,NA,72,30351.71810448966,NA,NA,0.5376848807591962,630,PRI,NA,NA
Rhode Island,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,41.6809,-71.5118,428874,3681,NA,NA,44,40484.21642858289,NA,NA,0.8582940444046503,84000044,USA,NA,NA
South Carolina,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,33.8569,-80.945,1715434,18468,NA,NA,45,33317.71778350866,NA,NA,1.0765788715858493,84000045,USA,NA,NA
South Dakota,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,44.2998,-99.4388,262837,3046,NA,NA,46,29710.54383666475,NA,NA,1.1588931543123686,84000046,USA,NA,NA
Tennessee,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,35.7478,-86.6923,2352923,28021,NA,NA,47,34416.70983928657,NA,NA,1.1918938961706995,84000047,USA,NA,NA
Texas,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,31.0545,-97.5635,8017180,91009,NA,NA,48,27687.346351021373,NA,NA,1.1346891391459346,84000048,USA,NA,NA
Utah,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,40.15,-111.8624,1041651,5034,NA,NA,49,32491.0993843338,NA,NA,0.4832712683998767,84000049,USA,NA,NA
Vermont,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,44.0459,-72.7107,143683,732,NA,NA,50,23026.52771122568,NA,NA,0.5094548415609362,84000050,USA,NA,NA
Virgin Islands,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,18.3358,-64.8963,23256,123,NA,NA,78,21680.27743595481,NA,NA,0.5288957688338494,850,VIR,NA,NA
Virginia,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,37.7693,-78.17,2105585,22041,NA,NA,51,24668.505804978,NA,NA,1.0467874723651622,84000051,USA,NA,NA
Washington,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,47.4009,-121.4905,1828918,14464,NA,NA,53,24017.645421938298,NA,NA,0.7908501091902426,84000053,USA,NA,NA
West Virginia,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,38.4912,-80.9545,604788,7476,NA,NA,54,33746.562084471865,NA,NA,1.2361356376118573,84000054,USA,NA,NA
Wisconsin,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,44.2685,-89.6165,1883050,15366,NA,NA,55,32341.28544866288,NA,NA,0.8160165688643424,84000055,USA,NA,NA
Wyoming,US,2022-10-17,2022,10,17,2022-10-18T04:32:16Z,42.756,-107.3025,177635,1904,NA,NA,56,30692.395280246183,NA,NA,1.071860838235708,84000056,USA,NA,NA
