Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,32.3182,-86.9023,1528739,20505,NA,NA,1,31178.489084136127,NA,NA,1.3413015563807815,84000001,USA,NA,NA
Alaska,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,61.3707,-152.4044,299434,1393,NA,NA,2,40931.72668803696,NA,NA,0.4652110314793911,84000002,USA,NA,NA
American Samoa,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,-14.271,-170.132,8250,34,NA,NA,60,14827.195772901276,NA,NA,0.4121212121212121,16,ASM,NA,NA
Arizona,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,33.7298,-111.4312,2277635,31455,NA,NA,4,31291.70978896418,NA,NA,1.3810377870027464,84000004,USA,NA,NA
Arkansas,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,34.9697,-92.3731,955208,12347,NA,NA,5,31652.420104155208,NA,NA,1.2925980519426137,84000005,USA,NA,NA
California,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,36.1162,-119.6816,11319824,96425,NA,NA,6,28644.252691122947,NA,NA,0.851962907518576,84000006,USA,NA,NA
Colorado,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,39.0598,-105.3111,1662514,13365,NA,NA,8,28869.425512820868,NA,NA,0.8039030047265767,84000008,USA,NA,NA
Connecticut,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,41.5978,-72.7554,904258,11402,NA,NA,9,25362.838952376063,NA,NA,1.2609233205567438,84000009,USA,NA,NA
Delaware,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,39.3185,-75.5071,310819,3121,NA,NA,10,31919.33569119417,NA,NA,1.0041213696717382,84000010,USA,NA,NA
Diamond Princess,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,38.8974,-77.0268,168796,1392,NA,NA,11,23917.285040432223,NA,NA,0.8246640915661508,84000011,USA,NA,NA
Florida,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,27.7663,-81.6868,7172780,81865,NA,NA,12,33396.34897289226,NA,NA,1.1413287456188534,84000012,USA,NA,NA
Georgia,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,33.0406,-83.6431,2913382,40448,NA,NA,13,27439.633892329617,NA,NA,1.388352093889507,84000013,USA,NA,NA
Grand Princess,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,13.4443,144.7937,58647,401,NA,NA,66,35710.50179931681,NA,NA,0.6837519395706515,316,GUM,NA,NA
Hawaii,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,21.0943,-157.4983,358279,1699,NA,NA,15,25304.476675857703,NA,NA,0.4742114385716159,84000015,USA,NA,NA
Idaho,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,44.2405,-114.4788,497728,5198,NA,NA,16,27851.700973383733,NA,NA,1.0443455059791693,84000016,USA,NA,NA
Illinois,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,40.3495,-88.9861,3782251,39823,NA,NA,17,29847.730645816413,NA,NA,1.052891518833626,84000017,USA,NA,NA
Indiana,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,39.8494,-86.2583,1930022,24816,NA,NA,18,28668.437553799125,NA,NA,1.2857884521523588,84000018,USA,NA,NA
Iowa,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,42.0115,-93.2105,859632,10125,NA,NA,19,27246.05159315008,NA,NA,1.1778295828912837,84000019,USA,NA,NA
Kansas,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,38.5266,-96.7265,883482,9590,NA,NA,20,30325.67035341882,NA,NA,1.0854776894152909,84000020,USA,NA,NA
Kentucky,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,37.6681,-84.6701,1599943,17162,NA,NA,21,35811.55111396917,NA,NA,1.0726632136269854,84000021,USA,NA,NA
Louisiana,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,31.1695,-91.8678,1459031,18130,NA,NA,22,31385.15064337116,NA,NA,1.242605537510855,84000022,USA,NA,NA
Maine,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,44.6939,-69.3819,293090,2621,NA,NA,23,21803.852368525204,NA,NA,0.8942645603739465,84000023,USA,NA,NA
Maryland,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,39.0639,-76.8021,1258064,15464,NA,NA,24,20809.30515674001,NA,NA,1.2291902478729222,84000024,USA,NA,NA
Massachusetts,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,42.2302,-71.5301,2069848,21841,NA,NA,25,30030.42581192928,NA,NA,1.0551982561038298,84000025,USA,NA,NA
Michigan,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,43.3266,-84.5361,2861595,38919,NA,NA,26,28653.609438885527,NA,NA,1.3600457087743023,84000026,USA,NA,NA
Minnesota,US,2022-10-13,2022,10,13,2022-10-14T04:32:40Z,45.6945,-93.9002,1676151,13738,NA,NA,27,29720.92859959657,NA,NA,0.8196158937947715,84000027,USA,NA,NA
