Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,32.3182,-86.9023,1522135,20422,NA,NA,1,31043.801121108016,NA,NA,1.3416681174797245,84000001,USA,NA,NA
Alaska,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,61.3707,-152.4044,298178,1364,NA,NA,2,40760.03526782358,NA,NA,0.4574448819161709,84000002,USA,NA,NA
American Samoa,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,-14.271,-170.132,8247,34,NA,NA,60,14821.804065347496,NA,NA,0.4122711288953559,16,ASM,NA,NA
Arizona,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,33.7298,-111.4312,2271560,31370,NA,NA,4,31208.247277645223,NA,NA,1.380989276092201,84000004,USA,NA,NA
Arkansas,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,34.9697,-92.3731,952469,12213,NA,NA,5,31561.65874258236,NA,NA,1.2822464563151137,84000005,USA,NA,NA
California,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,36.1162,-119.6816,11287217,96071,NA,NA,6,28523.35845543289,NA,NA,0.8524328688375278,84000006,USA,NA,NA
Colorado,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,39.0598,-105.3111,1656683,13319,NA,NA,8,28768.17065411577,NA,NA,0.8039558563708326,84000008,USA,NA,NA
Connecticut,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,41.5978,-72.7554,899205,11385,NA,NA,9,25221.11123171851,NA,NA,1.266118404590722,84000009,USA,NA,NA
Delaware,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,39.3185,-75.5071,309265,3112,NA,NA,10,31759.748768695496,NA,NA,1.006256770083909,84000010,USA,NA,NA
Diamond Princess,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,38.8974,-77.0268,168614,1392,NA,NA,11,23891.49683527713,NA,NA,0.8255542244416241,84000011,USA,NA,NA
Florida,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,27.7663,-81.6868,7150188,81464,NA,NA,12,33291.16098218355,NA,NA,1.1393266862353828,84000012,USA,NA,NA
Georgia,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,33.0406,-83.6431,2905400,40281,NA,NA,13,27364.455574577747,NA,NA,1.3864183933365457,84000013,USA,NA,NA
Grand Princess,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,NA,NA,103,3,NA,NA,99999,NA,NA,NA,2.912621359223301,84099999,USA,NA,NA
Guam,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,13.4443,144.7937,58600,401,NA,NA,66,35681.88322403473,NA,NA,0.6843003412969283,316,GUM,NA,NA
Hawaii,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,21.0943,-157.4983,355959,1686,NA,NA,15,25140.620056050266,NA,NA,0.4736500552029868,84000015,USA,NA,NA
Idaho,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,44.2405,-114.4788,496134,5180,NA,NA,16,27762.504441640343,NA,NA,1.0440727706627646,84000016,USA,NA,NA
Illinois,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,40.3495,-88.9861,3767439,39732,NA,NA,17,29730.84136841895,NA,NA,1.054615615541486,84000017,USA,NA,NA
Indiana,US,2022-10-04,2022,10,4,2022-10-05T04:32:59Z,39.8494,-86.2583,1921993,24708,NA,NA,18,28549.175242219542,NA,NA,1.2855405820936914,84000018,USA,NA,NA
