Province_State,Country_Region,Date,Year,Month,Day,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,32.3182,-86.9023,1297869,19502,NA,NA,1,26469.91700292769,NA,NA,1.5026169821453474,84000001,USA,NA,NA,NA,NA
Alaska,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,61.3707,-152.4044,249978,1235,NA,NA,2,34171.24032014435,NA,NA,0.4940434758258727,84000002,USA,NA,NA,NA,NA
American Samoa,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,-14.271,-170.132,5536,18,NA,NA,60,9949.497672579571,NA,NA,0.3251445086705202,16,ASM,NA,NA,NA,NA
Arizona,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,33.7298,-111.4312,2016797,29823,NA,NA,4,27708.13867334037,19077981,NA,1.4787308787151112,84000004,USA,262106.3712189937,NA,NA,NA
Arkansas,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,34.9697,-92.3731,834200,11339,NA,NA,5,27642.61694927835,5096089,NA,1.359266362982498,84000005,USA,168867.4612400275,NA,NA,NA
California,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,36.1162,-119.6816,9155084,89557,NA,NA,6,23177.01790658552,158191727,NA,0.979170113199141,84000006,USA,400361.495732599,NA,NA,NA
Colorado,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,39.0598,-105.3111,1428134,12501,NA,NA,8,23707.12948119171,17222092,NA,0.8806568265736714,84000008,USA,299060.2798947547,NA,NA,NA
Connecticut,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,41.5978,-72.7554,745652,10813,NA,NA,9,20914.220930881584,13806480,NA,1.4501402799161005,84000009,USA,387247.3660605725,NA,NA,NA
Delaware,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,39.3185,-75.5071,260041,2894,NA,NA,10,26704.725169548263,3255124,NA,1.1129014270826525,84000010,USA,3.342826393253396e-5,NA,NA,NA
Diamond Princess,US,2022-04-16,2022,4,16,2022-04-17T04:32:15Z,NA,NA,49,0,NA,NA,88888,NA,NA,NA,0,84088888,USA,NA,NA,NA,NA
