"date","location","administered","admin_per_100k","series_complete_pop_pct","additional_doses_vax_pct","second_booster","administered_bivalent"
2022-09-28,"LA","6582412","141594","54.5","41.8",NA,NA
2022-09-28,"NM","4267972","203544","73.2","52.6",NA,NA
2022-09-28,"NC","17991435","171542","64.2","29.4",NA,NA
2022-09-28,"UT","5612100","175052","65.6","47.6",NA,NA
2022-09-28,"MN","11323808","200790","70.7","60.7",NA,NA
2022-09-28,"KS","4893322","167964","63.7","46.7",NA,NA
2022-09-28,"GU","375547","222891","84.2","51.4",NA,NA
2022-09-28,"WI","11122710","191032","66.9","58.7",NA,NA
2022-09-28,"AZ","13195927","181295","63.5","45.5",NA,NA
2022-09-28,"IA","5515503","174814","63.2","55.3",NA,NA
2022-09-28,"ID","2630561","147200","55.4","46.2",NA,NA
2022-09-28,"DC","1733425","245615","80.6","45.1",NA,NA
2022-09-21,"WY","784584","135563","52","45.4",NA,NA
2022-09-21,"CA","80653447","204123","73.7","56",NA,NA
2022-09-21,"WV","2885733","161021","58.8","47.9",NA,NA
2022-09-21,"GA","15828716","149082","56.2","41.1",NA,NA
2022-09-21,"VA2","7797668","0","0","40.7",NA,NA
2022-09-21,"DC","1719915","243701","80.2","44.9",NA,NA
2022-09-21,"MH","87472","112517","42.1","42.4",NA,NA
2022-09-21,"FL","39628002","184507","68.4","42.6",NA,NA
2022-09-21,"ME","3094461","230206","81.5","58.6",NA,NA
2022-09-21,"AR","4496588","149002","55.7","42.2",NA,NA
2022-09-21,"PA","24604754","192195","70.8","44.6",NA,NA
2022-09-21,"NY","41469439","213171","78.8","47.4",NA,NA
2022-09-21,"US","616172308","185589","67.8","48.7","25308809","4352973"
2022-09-21,"TN","10571667","154802","55.6","46.5",NA,NA
2022-09-21,"ID","2613547","146248","55.3","46.1",NA,NA
2022-09-21,"NH","2757642","202811","72.8","48.8",NA,NA
2022-09-21,"NM","4237932","202111","73","52.6",NA,NA
2022-09-21,"BP2","333070","0","0","37.5",NA,NA
2022-09-21,"MP","112886","217712","84.1","51.7",NA,NA
2022-09-21,"MA","16005329","232214","81.2","53.9",NA,NA
2022-09-21,"VI","150527","141619","54.4","31.7",NA,NA
2022-09-21,"ND","1166394","153058","56.8","45.6",NA,NA
2022-09-21,"WA","15617865","205096","74","55.9",NA,NA
2022-09-21,"OR","8386132","198830","70.9","56.5",NA,NA
2022-09-21,"IA","5465251","173221","63.1","55.2",NA,NA
2022-09-21,"AZ","13115748","180193","63.4","45.4",NA,NA
2022-09-21,"IH2","2370545","113815","42.9","34.5",NA,NA
2022-09-21,"WI","11032737","189487","66.8","58.6",NA,NA
2022-09-21,"SD","1525909","172486","64","44.4",NA,NA
2022-09-21,"NJ","18283404","205843","77.4","50.1",NA,NA
2022-09-21,"MS","4081817","137151","53.1","39.9",NA,NA
2022-09-21,"KS","4858561","166771","63.6","46.6",NA,NA
2022-09-21,"HI","3187818","225149","79.9","57.5",NA,NA
2022-09-21,"MI","16923451","169457","61.3","56.6",NA,NA
2022-09-21,"GU","375521","222876","84.2","51.4",NA,NA
2022-09-21,"MT","1694479","158544","58","50",NA,NA
2022-09-21,"NC","17873164","170414","64","29.1",NA,NA
2022-09-21,"OK","6250340","157958","58.8","39.7",NA,NA
2022-09-21,"VT","1532229","245554","83.2","63.5",NA,NA
2022-09-21,"LA","6558708","141084","54.4","41.8",NA,NA
2022-09-21,"IL","24196590","190948","69.8","55",NA,NA
2022-09-21,"NV","5180693","168196","62.1","41.1",NA,NA
2022-09-21,"MO","9537187","155394","57.5","45",NA,NA
2022-09-21,"AS","114136","240834","89.3","57.8",NA,NA
2022-09-21,"RI","2385723","225204","85.3","56.3",NA,NA
2022-09-21,"MN","11205927","198700","70.6","60.5",NA,NA
2022-09-21,"KY","6906735","154594","58.5","46.5",NA,NA
2022-09-21,"TX","48516866","167323","62.2","37.4",NA,NA
2022-09-21,"CT","8134396","228155","81.1","53.8",NA,NA
2022-09-21,"IN","10361467","153909","56.9","48.8",NA,NA
2022-09-21,"SC","8005473","155485","58.5","42.8",NA,NA
2022-09-21,"DD2","8949620","0","0","24.9",NA,NA
2022-09-21,"VA","17640301","206669","74.9","51.3",NA,NA
2022-09-21,"CO","11601630","201461","71.8","55.4",NA,NA
2022-09-21,"PR","7621368","238638","85","61.6",NA,NA
2022-09-21,"PW","49499","229886","85.3","65.7",NA,NA
2022-09-21,"DE","1953849","200649","71.2","48.7",NA,NA
2022-09-21,"FM","174903","170937","65.6","48.2",NA,NA
2022-09-21,"NE","3414742","176526","64.9","53.4",NA,NA
2022-09-21,"AL","6594010","134484","52.3","38",NA,NA
2022-09-21,"AK","1216011","166225","63.5","47.3",NA,NA
2022-09-21,"OH","19068097","163127","59.5","54.7",NA,NA
2022-09-21,"UT","5526347","172377","65.5","47.3",NA,NA
2022-09-21,"MD","13150667","217522","77.7","54.6",NA,NA
2022-09-14,"CA","80172163","202905","73.6","55.9",NA,NA
2022-09-14,"AZ","13030381","179020","63.2","45.2",NA,NA
2022-09-14,"VI","150344","141447","54.3","31.7",NA,NA
2022-09-14,"IN","10317965","153262","56.9","48.7",NA,NA
2022-09-14,"DE","1931891","198394","71","48.5",NA,NA
2022-09-14,"WI","10983539","188642","66.7","58.6",NA,NA
2022-09-14,"NE","3405439","176046","64.8","53.4",NA,NA
2022-09-14,"WY","781320","134999","51.9","45.3",NA,NA
2022-09-14,"MD","13045598","215784","77.5","54.5",NA,NA
2022-09-14,"TX","48406066","166941","62.1","37.3",NA,NA
2022-09-14,"OH","18949762","162115","59.4","54.7",NA,NA
2022-09-14,"US","612781120","184568","67.7","48.6","24164995","1542847"
2022-09-14,"CO","11513880","199938","71.7","55.4",NA,NA
2022-09-14,"OK","6222156","157245","58.7","39.6",NA,NA
2022-09-14,"NV","5152562","167283","62.1","41",NA,NA
2022-09-14,"DC","1687071","239047","79.3","44.4",NA,NA
2022-09-14,"WA","15497444","203515","73.9","55.8",NA,NA
2022-09-14,"GA","15771880","148547","56.1","41",NA,NA
2022-09-14,"NY","41241407","211999","78.6","47.3",NA,NA
2022-09-14,"SD","1518079","171600","63.9","44.3",NA,NA
2022-09-14,"UT","5526216","172373","65.5","47.3",NA,NA
2022-09-14,"PW","49486","229825","85.2","65.8",NA,NA
2022-09-14,"LA","6547445","140842","54.4","41.7",NA,NA
2022-09-14,"GU","375506","222867","84.2","51.4",NA,NA
2022-09-14,"MS","4072117","136825","53","39.9",NA,NA
2022-09-14,"NC","17765853","169391","63.7","28.9",NA,NA
2022-09-14,"AR","4475435","148301","55.7","42.1",NA,NA
2022-09-14,"WV","2871097","160204","58.7","47.8",NA,NA
2022-09-14,"OR","8323680","197349","70.8","56.4",NA,NA
2022-09-14,"VA2","7777326","0","0","40.6",NA,NA
2022-09-14,"ID","2599038","145436","55.2","46",NA,NA
2022-09-14,"VT","1518517","243356","83","63.4",NA,NA
2022-09-14,"VA","17522728","205292","74.8","51.2",NA,NA
2022-09-14,"MH","87472","112517","42.1","42.4",NA,NA
2022-09-14,"MI","16758098","167802","61.2","56.4",NA,NA
2022-09-14,"IA","5435034","172263","63","55.1",NA,NA
2022-09-14,"NM","4212180","200883","72.9","52.5",NA,NA
2022-09-14,"AL","6578223","134162","52.2","37.9",NA,NA
2022-09-14,"ND","1165878","152990","56.8","45.6",NA,NA
2022-09-14,"SC","7966136","154721","58.4","42.7",NA,NA
2022-09-14,"TN","10512798","153940","55.5","46.4",NA,NA
2022-09-14,"MP","112664","217284","84.1","51.6",NA,NA
2022-09-14,"AS","114038","240627","89.3","57.7",NA,NA
2022-09-14,"AK","1209093","165279","63.5","47.2",NA,NA
2022-09-14,"PR","7587483","237577","84.8","61.5",NA,NA
2022-09-14,"MN","11125076","197266","70.5","60.5",NA,NA
2022-09-14,"RI","2370022","223722","85.1","56.2",NA,NA
2022-09-14,"IL","24007969","189460","69.7","54.9",NA,NA
2022-09-14,"KS","4833013","165894","63.5","46.5",NA,NA
2022-09-14,"ME","3070083","228393","81.4","58.5",NA,NA
2022-09-14,"NJ","18111476","203908","77.2","49.9",NA,NA
2022-09-14,"MA","15891234","230558","81","53.7",NA,NA
2022-09-14,"IH2","2363480","113475","42.9","34.4",NA,NA
2022-09-14,"MT","1683894","157553","57.9","49.9",NA,NA
2022-09-14,"PA","24571828","191938","70.7","44.6",NA,NA
2022-09-14,"FL","39453696","183696","68.3","42.5",NA,NA
2022-09-14,"KY","6871713","153810","58.5","46.4",NA,NA
2022-09-14,"BP2","332796","0","0","37.5",NA,NA
2022-09-14,"FM","172719","168803","65.2","47.5",NA,NA
2022-09-14,"NH","2735991","201219","72.6","48.6",NA,NA
2022-09-14,"HI","3171836","224020","79.8","57.4",NA,NA
2022-09-14,"CT","8077182","226551","80.9","53.7",NA,NA
2022-09-14,"MO","9490567","154634","57.4","44.9",NA,NA
2022-09-14,"DD2","8935584","0","0","24.8",NA,NA
2022-09-07,"VA","17437370","204292","74.7","51.1",NA,NA
2022-09-07,"VA2","7776570","0","0","40.6",NA,NA
2022-09-07,"MN","11088243","196613","70.4","60.4",NA,NA
2022-09-07,"MS","4066650","136641","53","39.8",NA,NA
2022-09-07,"IH2","2360258","113321","42.8","34.4",NA,NA
2022-09-07,"SC","7941466","154242","58.4","42.6",NA,NA
2022-09-07,"NM","4197961","200205","72.8","52.4",NA,NA
2022-09-07,"WI","10943927","187961","66.7","58.6",NA,NA
2022-09-07,"FL","39313141","183041","68.2","42.5",NA,NA
2022-09-07,"VT","1509894","241974","82.9","63.3",NA,NA
2022-09-07,"KY","6859802","153543","58.4","46.4",NA,NA
2022-09-07,"FM","168631","164807","64.2","46.5",NA,NA
2022-09-07,"LA","6541570","140715","54.4","41.7",NA,NA
2022-09-07,"IA","5420812","171813","63","55.1",NA,NA
2022-09-07,"MH","87472","112517","42.1","42.4",NA,NA
2022-09-07,"ME","3056543","227385","81.3","58.5",NA,NA
2022-09-07,"NV","5136697","166767","62","40.9",NA,NA
2022-09-07,"AS","114038","240627","89.3","57.7",NA,NA
2022-09-07,"AK","1204887","164704","63.4","47.1",NA,NA
2022-09-07,"IN","10299191","152984","56.9","48.7",NA,NA
2022-09-07,"DE","1931887","198394","70.9","48.5",NA,NA
2022-09-07,"OR","8288198","196508","70.7","56.3",NA,NA
2022-09-07,"GU","375144","222652","84.2","51.3",NA,NA
2022-09-07,"DC","1680956","238180","79","44.3",NA,NA
2022-09-07,"AR","4467033","148023","55.6","42.1",NA,NA
2022-09-07,"CA","79859686","202114","73.5","55.8",NA,NA
2022-09-07,"ID","2591037","144988","55.2","45.9",NA,NA
2022-09-07,"TX","48290093","166541","62.1","37.3",NA,NA
2022-09-07,"DD2","8923779","0","0","24.8",NA,NA
2022-09-07,"MA","15791771","229115","80.9","53.7",NA,NA
2022-09-07,"CO","11467545","199133","71.6","55.3",NA,NA
2022-09-07,"NY","41079393","211166","78.5","47.2",NA,NA
2022-09-07,"SD","1513618","171096","63.7","44.2",NA,NA
2022-09-07,"MP","112547","217058","84.1","51.6",NA,NA
2022-09-07,"MT","1678016","157003","57.9","49.9",NA,NA
2022-09-07,"NH","2721848","200178","72.4","48.4",NA,NA
2022-09-07,"IL","23876285","188420","69.6","54.8",NA,NA
2022-09-07,"GA","15719834","148057","56.1","40.9",NA,NA
2022-09-07,"OK","6204411","156797","58.7","39.5",NA,NA
2022-09-07,"PR","7559388","236697","84.6","61.3",NA,NA
2022-09-07,"TN","10473213","153360","55.4","46.3",NA,NA
2022-09-07,"VI","150075","141194","54.3","31.7",NA,NA
2022-09-07,"WA","15429843","202627","73.8","55.7",NA,NA
2022-09-07,"US","610686563","183937","67.6","48.6","23526245",NA
2022-09-07,"WY","779002","134599","51.9","45.2",NA,NA
2022-09-07,"OH","18874829","161474","59.3","54.6",NA,NA
2022-09-07,"BP2","331777","0","0","37.5",NA,NA
2022-09-07,"NC","17678763","168560","63.5","28.7",NA,NA
2022-09-07,"WV","2863007","159753","58.7","47.8",NA,NA
2022-09-07,"PW","49452","229667","85.2","65.7",NA,NA
2022-09-07,"MD","12966231","214471","77.4","54.4",NA,NA
2022-09-07,"NE","3401461","175840","64.8","53.4",NA,NA
2022-09-07,"ND","1162220","152510","56.7","45.5",NA,NA
2022-09-07,"MI","16746667","167687","61.1","56.4",NA,NA
2022-09-07,"AZ","12971347","178209","63.2","45.1",NA,NA
2022-09-07,"KS","4817969","165378","63.4","46.4",NA,NA
2022-09-07,"RI","2356637","222458","85","56.1",NA,NA
2022-09-07,"AL","6566505","133923","52.2","37.9",NA,NA
2022-09-07,"NJ","18111411","203907","77.2","49.9",NA,NA
2022-09-07,"CT","8045230","225654","80.8","53.7",NA,NA
2022-09-07,"HI","3158195","223057","79.7","57.3",NA,NA
2022-09-07,"PA","24526499","191584","70.6","44.6",NA,NA
2022-09-07,"MO","9467307","154255","57.3","44.8",NA,NA
2022-09-07,"UT","5519396","172161","65.4","47.3",NA,NA
2022-08-31,"PA","24503595","191405","70.5","44.6",NA,NA
2022-08-31,"WI","10931310","187745","66.7","58.5",NA,NA
2022-08-31,"NH","2721533","200155","72.4","48.4",NA,NA
2022-08-31,"NE","3394554","175483","64.7","53.3",NA,NA
2022-08-31,"OR","8279198","196295","70.7","56.3",NA,NA
2022-08-31,"DC","1675322","237382","78.8","44.2",NA,NA
2022-08-31,"FL","39293181","182948","68.2","42.4",NA,NA
2022-08-31,"MO","9455706","154066","57.3","44.8",NA,NA
2022-08-31,"VA","17418538","204071","74.6","51.1",NA,NA
2022-08-31,"MD","12952717","214247","77.3","54.4",NA,NA
2022-08-31,"PW","49416","229500","85.2","65.7",NA,NA
2022-08-31,"SD","1511407","170846","63.7","44.2",NA,NA
2022-08-31,"DE","1929760","198175","70.9","48.5",NA,NA
2022-08-31,"OK","6198344","156644","58.6","39.5",NA,NA
2022-08-31,"IH2","2357614","113194","42.8","34.3",NA,NA
2022-08-31,"NJ","18100834","203788","77.1","49.9",NA,NA
2022-08-31,"MH","84520","108720","41.3","40.2",NA,NA
2022-08-31,"BP2","331768","0","0","37.5",NA,NA
2022-08-31,"OH","18854635","161301","59.3","54.6",NA,NA
2022-08-31,"VT","1507092","241525","82.8","63.2",NA,NA
2022-08-31,"AL","6560084","133792","52.2","37.9",NA,NA
2022-08-31,"KY","6854780","153431","58.4","46.4",NA,NA
2022-08-31,"WY","778457","134505","51.9","45.2",NA,NA
2022-08-31,"ID","2588479","144845","55.1","45.9",NA,NA
2022-08-31,"UT","5511537","171915","65.4","47.2",NA,NA
2022-08-31,"IN","10291557","152870","56.8","48.7",NA,NA
2022-08-31,"MI","16730261","167523","61.1","56.4",NA,NA
2022-08-31,"NC","17660474","168386","63.5","28.7",NA,NA
2022-08-31,"ME","3052901","227115","81.2","58.4",NA,NA
2022-08-31,"NM","4193859","200010","72.8","52.4",NA,NA
2022-08-31,"FM","168631","164807","64.2","46.5",NA,NA
2022-08-31,"DD2","8903950","0","0","24.7",NA,NA
2022-08-31,"WA","15411774","202390","73.7","55.7",NA,NA
2022-08-31,"CA","79794514","201949","73.5","55.8",NA,NA
2022-08-31,"NV","5134126","166684","62","40.9",NA,NA
2022-08-31,"AK","1204769","164688","63.4","47.1",NA,NA
2022-08-31,"IA","5414988","171628","63","55.1",NA,NA
2022-08-31,"TX","48158552","166088","61.6","37.4",NA,NA
2022-08-31,"VA2","7770359","0","0","40.6",NA,NA
2022-08-31,"NY","41044869","210989","78.5","47.2",NA,NA
2022-08-31,"PR","7538368","236039","84.5","61.1",NA,NA
2022-08-31,"HI","3156198","222915","79.7","57.3",NA,NA
2022-08-31,"GU","374615","222338","84.1","51.2",NA,NA
2022-08-31,"IL","23852397","188232","69.6","54.8",NA,NA
2022-08-31,"WV","2861008","159641","58.7","47.8",NA,NA
2022-08-31,"MN","11067336","196242","70.4","60.3",NA,NA
2022-08-31,"GA","15714461","148006","56","40.9",NA,NA
2022-08-31,"SC","7935303","154122","58.3","42.6",NA,NA
2022-08-31,"LA","6536612","140609","54.4","41.7",NA,NA
2022-08-31,"KS","4812585","165193","63.3","46.4",NA,NA
2022-08-31,"US","610012616","183734","67.5","48.5","23352636",NA
2022-08-31,"MT","1675440","156762","57.8","49.8",NA,NA
2022-08-31,"AR","4463036","147890","55.6","42",NA,NA
2022-08-31,"VI","149430","140587","54.2","31.7",NA,NA
2022-08-31,"MA","15773792","228854","80.8","53.6",NA,NA
2022-08-31,"ND","1162042","152487","56.7","45.5",NA,NA
2022-08-31,"MS","4063818","136546","53","39.8",NA,NA
2022-08-31,"CT","8039465","225493","80.8","53.7",NA,NA
2022-08-31,"CO","11453051","198881","71.6","55.3",NA,NA
2022-08-31,"AZ","12956613","178007","63.1","45.1",NA,NA
2022-08-31,"AS","113834","240197","89.2","57.6",NA,NA
2022-08-31,"TN","10463546","153218","55.4","46.3",NA,NA
2022-08-31,"RI","2353711","222182","84.9","56.1",NA,NA
2022-08-31,"MP","112460","216891","84.1","51.5",NA,NA
2022-08-24,"MO","9439357","153800","57.3","44.7",NA,NA
2022-08-24,"SD","1507783","170437","63.6","44.1",NA,NA
2022-08-24,"LA","6527938","140422","54.3","41.6",NA,NA
2022-08-24,"NC","17630507","168100","63.4","28.6",NA,NA
2022-08-24,"MA","15744616","228431","80.7","53.5",NA,NA
2022-08-24,"MH","82642","106304","41","38.6",NA,NA
2022-08-24,"GU","373743","221820","84","51.1",NA,NA
2022-08-24,"IN","10280319","152703","56.8","48.6",NA,NA
2022-08-24,"IH2","2351992","112924","42.7","34.2",NA,NA
2022-08-24,"GA","15686328","147741","56","40.8",NA,NA
2022-08-24,"ND","1155589","151640","56.6","45.2",NA,NA
2022-08-24,"AK","1202497","164378","63.3","47",NA,NA
2022-08-24,"CA","79656852","201601","73.4","55.7",NA,NA
2022-08-24,"US","608937334","183410","67.4","48.5","23074624",NA
2022-08-24,"NV","5127825","166479","61.9","40.8",NA,NA
2022-08-24,"WA","15378264","201950","73.7","55.6",NA,NA
2022-08-24,"NY","40978821","210649","78.4","47.2",NA,NA
2022-08-24,"DC","1669558","236565","78.6","44.1",NA,NA
2022-08-24,"MD","12921095","213724","77.2","54.3",NA,NA
2022-08-24,"AR","4455071","147626","55.5","42",NA,NA
2022-08-24,"KS","4803071","164866","63.3","46.4",NA,NA
2022-08-24,"NJ","18072396","203468","77.1","49.8",NA,NA
2022-08-24,"MP","112284","216551","84.1","51.4",NA,NA
2022-08-24,"IL","23813950","187928","69.5","54.7",NA,NA
2022-08-24,"PW","49396","229407","85.1","65.7",NA,NA
2022-08-24,"DD2","8874449","0","0","24.6",NA,NA
2022-08-24,"VA2","7755789","0","0","40.5",NA,NA
2022-08-24,"VA","17345797","203219","74.5","50.9",NA,NA
2022-08-24,"MT","1670781","156326","57.8","49.7",NA,NA
2022-08-24,"OH","18819051","160997","59.3","54.5",NA,NA
2022-08-24,"CO","11431498","198507","71.5","55.2",NA,NA
2022-08-24,"WI","10907746","187340","66.6","58.4",NA,NA
2022-08-24,"BP2","330715","0","0","37.4",NA,NA
2022-08-24,"FL","39244732","182723","68.1","42.4",NA,NA
2022-08-24,"NM","4185363","199604","72.7","52.3",NA,NA
2022-08-24,"PR","7510123","235155","84.3","60.8",NA,NA
2022-08-24,"HI","3151503","222584","79.7","57.2",NA,NA
2022-08-24,"NE","3387286","175107","64.7","53.2",NA,NA
2022-08-24,"OK","6188879","156404","58.6","39.4",NA,NA
2022-08-24,"CT","8025449","225100","80.7","53.6",NA,NA
2022-08-24,"DE","1925894","197778","70.8","48.4",NA,NA
2022-08-24,"WY","777374","134317","51.8","45.2",NA,NA
2022-08-24,"SC","7922341","153870","58.3","42.6",NA,NA
2022-08-24,"VI","149344","140506","54.2","31.7",NA,NA
2022-08-24,"WV","2857156","159426","58.6","47.7",NA,NA
2022-08-24,"AZ","12930773","177652","63.1","45",NA,NA
2022-08-24,"MI","16697776","167198","61.1","56.2",NA,NA
2022-08-24,"AL","6549961","133586","52.1","37.8",NA,NA
2022-08-24,"KY","6842713","153161","58.4","46.3",NA,NA
2022-08-24,"ID","2584437","144619","55.1","45.8",NA,NA
2022-08-24,"PA","24450718","190992","70.5","44.5",NA,NA
2022-08-24,"MS","4056940","136315","52.9","39.8",NA,NA
2022-08-24,"FM","164997","161256","63.4","45.3",NA,NA
2022-08-24,"VT","1503262","240912","82.7","63.1",NA,NA
2022-08-24,"TX","48155032","166075","61.6","37.4",NA,NA
2022-08-24,"IA","5405191","171318","62.9","55",NA,NA
2022-08-24,"RI","2348488","221689","84.8","56",NA,NA
2022-08-24,"TN","10446971","152976","55.4","46.3",NA,NA
2022-08-24,"MN","11038641","195733","70.3","60.2",NA,NA
2022-08-24,"NH","2711825","199441","72.3","48.3",NA,NA
2022-08-24,"OR","8262350","195895","70.7","56.1",NA,NA
2022-08-24,"AS","113529","239553","89.1","57.4",NA,NA
2022-08-24,"UT","5502217","171625","65.3","47.2",NA,NA
2022-08-24,"ME","3046622","226647","81.2","58.3",NA,NA
2022-08-17,"WI","10882297","186903","66.5","58.3",NA,NA
2022-08-17,"GU","371953","220758","83.9","50.7",NA,NA
2022-08-17,"MI","16646803","166687","61","56.1",NA,NA
2022-08-17,"NC","17594188","167754","63.3","28.5",NA,NA
2022-08-17,"RI","2343268","221196","84.6","55.9",NA,NA
2022-08-17,"BP2","330292","0","0","37.4",NA,NA
2022-08-17,"UT","5478311","170879","65.3","47",NA,NA
2022-08-17,"MN","11010787","195239","70.2","60.1",NA,NA
2022-08-17,"SD","1503323","169932","63.5","44",NA,NA
2022-08-17,"FL","39185364","182446","68.1","42.4",NA,NA
2022-08-17,"ME","3039285","226102","81.1","58.2",NA,NA
2022-08-17,"IA","5390146","170841","62.8","54.9",NA,NA
2022-08-17,"DE","1921703","197348","70.7","48.3",NA,NA
2022-08-17,"IL","23776494","187633","69.5","54.6",NA,NA
2022-08-17,"NH","2710786","199365","72.2","48.3",NA,NA
2022-08-17,"SC","7906812","153569","58.2","42.5",NA,NA
2022-08-17,"KS","4791732","164477","63.2","46.3",NA,NA
2022-08-17,"VA","17301355","202698","74.4","50.8",NA,NA
2022-08-17,"NJ","18041282","203117","77","49.7",NA,NA
2022-08-17,"VA2","7739708","0","0","40.4",NA,NA
2022-08-17,"AR","4446971","147358","55.5","41.9",NA,NA
2022-08-17,"OH","18779360","160657","59.2","54.4",NA,NA
2022-08-17,"KY","6830209","152881","58.3","46.2",NA,NA
2022-08-17,"MT","1670534","156303","57.8","49.7",NA,NA
2022-08-17,"FM","156524","152975","61.6","41.8",NA,NA
2022-08-17,"IN","10265976","152490","56.8","48.6",NA,NA
2022-08-17,"MH","82642","106304","41","38.6",NA,NA
2022-08-17,"US","607588353","183004","67.4","48.4","22699352",NA
2022-08-17,"WA","15343044","201487","73.6","55.5",NA,NA
2022-08-17,"AK","1197356","163675","63.2","46.8",NA,NA
2022-08-17,"PA","24390776","190523","70.4","44.5",NA,NA
2022-08-17,"WV","2852466","159165","58.6","47.7",NA,NA
2022-08-17,"DC","1667503","236274","78.5","44",NA,NA
2022-08-17,"MA","15712304","227962","80.7","53.4",NA,NA
2022-08-17,"MD","12888230","213181","77.1","54.2",NA,NA
2022-08-17,"ID","2579684","144353","55.1","45.7",NA,NA
2022-08-17,"CO","11406495","198073","71.4","55.1",NA,NA
2022-08-17,"PW","49349","229189","85.1","65.7",NA,NA
2022-08-17,"OK","6175823","156075","58.5","39.3",NA,NA
2022-08-17,"IH2","2346380","112654","42.7","34.1",NA,NA
2022-08-17,"MS","4050099","136085","52.9","39.7",NA,NA
2022-08-17,"GA","15564430","146593","55.8","40.4",NA,NA
2022-08-17,"NY","40907321","210282","78.3","47.1",NA,NA
2022-08-17,"NE","3381110","174788","64.6","53.2",NA,NA
2022-08-17,"LA","6517092","140189","54.3","41.6",NA,NA
2022-08-17,"AL","6538636","133355","52.1","37.8",NA,NA
2022-08-17,"NM","4176525","199183","72.6","52.3",NA,NA
2022-08-17,"CA","79498671","201200","73.4","55.6",NA,NA
2022-08-17,"ND","1155377","151612","56.6","45.2",NA,NA
2022-08-17,"CT","8011088","224697","80.6","53.5",NA,NA
2022-08-17,"TN","10425587","152662","55.3","46.2",NA,NA
2022-08-17,"DD2","8844301","0","0","24.5",NA,NA
2022-08-17,"AS","113404","239289","89","57.4",NA,NA
2022-08-17,"MO","9418381","153458","57.2","44.6",NA,NA
2022-08-17,"AZ","12903575","177278","63","44.9",NA,NA
2022-08-17,"VI","149328","140491","54.2","31.7",NA,NA
2022-08-17,"PR","7486899","234428","84.1","60.6",NA,NA
2022-08-17,"NV","5120034","166226","61.9","40.8",NA,NA
2022-08-17,"HI","3146179","222208","79.6","57.1",NA,NA
2022-08-17,"OR","8246342","195516","70.6","56",NA,NA
2022-08-17,"VT","1499430","240298","82.6","63",NA,NA
2022-08-17,"MP","112073","216144","84","51.2",NA,NA
2022-08-17,"TX","48057242","165738","61.6","37.4",NA,NA
2022-08-17,"WY","776170","134109","51.8","45.1",NA,NA
2022-08-10,"IN","10236442","152052","56.7","48.5",NA,NA
2022-08-10,"VT","1495505","239668","82.6","62.9",NA,NA
2022-08-10,"FM","156524","152975","61.6","41.8",NA,NA
2022-08-10,"NV","5111669","165955","61.8","40.7",NA,NA
2022-08-10,"NC","17552622","167358","63.2","28.5",NA,NA
2022-08-10,"SC","7886651","153177","58.1","42.4",NA,NA
2022-08-10,"MS","4041488","135796","52.8","39.6",NA,NA
2022-08-10,"HI","3140303","221793","79.6","57.1",NA,NA
2022-08-10,"FL","39115320","182120","68","42.3",NA,NA
2022-08-10,"VA2","7723786","0","0","40.3",NA,NA
2022-08-10,"GU","371828","220684","83.8","50.7",NA,NA
2022-08-10,"CT","7995506","224260","80.6","53.4",NA,NA
2022-08-10,"WV","2847285","158876","58.5","47.6",NA,NA
2022-08-10,"AZ","12860387","176685","62.9","44.8",NA,NA
2022-08-10,"ND","1151867","151151","56.5","45",NA,NA
2022-08-10,"GA","15506342","146046","55.7","40.2",NA,NA
2022-08-10,"CO","11377987","197578","71.4","55",NA,NA
2022-08-10,"MD","12854249","212619","77.1","54.1",NA,NA
2022-08-10,"PR","7448465","233224","84","60.3",NA,NA
2022-08-10,"TN","10403834","152344","55.3","46.1",NA,NA
2022-08-10,"OR","8228361","195089","70.6","55.9",NA,NA
2022-08-10,"NH","2703509","198830","72.1","48.2",NA,NA
2022-08-10,"RI","2338030","220702","84.5","55.8",NA,NA
2022-08-10,"AR","4435639","146982","55.4","41.8",NA,NA
2022-08-10,"WI","10854267","186421","66.5","58.1",NA,NA
2022-08-10,"NE","3372610","174348","64.6","53",NA,NA
2022-08-10,"OH","18729620","160231","59.2","54.3",NA,NA
2022-08-10,"SD","1498402","169376","63.4","43.8",NA,NA
2022-08-10,"TX","47932803","165309","61.5","37.2",NA,NA
2022-08-10,"ME","3031289","225507","81","58.1",NA,NA
2022-08-10,"PW","49305","228985","85.1","65.6",NA,NA
2022-08-10,"BP2","329773","0","0","37.3",NA,NA
2022-08-10,"IL","23726379","187237","69.5","54.5",NA,NA
2022-08-10,"MH","81936","105396","40.7","38.4",NA,NA
2022-08-10,"DD2","8814331","0","0","24.4",NA,NA
2022-08-10,"LA","6506052","139951","54.2","41.5",NA,NA
2022-08-10,"MI","16604053","166259","60.9","55.9",NA,NA
2022-08-10,"AK","1197172","163650","63.2","46.8",NA,NA
2022-08-10,"NY","40852886","210002","78.3","47",NA,NA
2022-08-10,"MA","15679355","227484","80.6","53.4",NA,NA
2022-08-10,"NJ","18006683","202728","76.9","49.7",NA,NA
2022-08-10,"IH2","2340381","112366","42.6","33.9",NA,NA
2022-08-10,"MN","10977005","194640","70.1","59.9",NA,NA
2022-08-10,"DC","1656528","234719","78.1","43.8",NA,NA
2022-08-10,"UT","5442647","169767","65.1","46.7",NA,NA
